procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 2452304   2168 655748    0    0   256   757 1941 3013  6  1 91  1  0
 3  0      0 2452052   2168 655708    0    0     0   528 4186 6154 11  2 87  1  0
 3  0      0 2452052   2168 655708    0    0     0   280 6239 9330 14  4 81  1  0
 0  0      0 2451800   2168 655708    0    0     0  1696 5742 8638 12  3 84  1  0
 0  0      0 2451800   2168 655708    0    0     0    12 5886 8938 10  1 89  0  0
 0  0      0 2461252   2168 655708    0    0     0   112 6142 9191 13  3 84  1  0
 0  0      0 2461252   2168 655708    0    0     0    44 5871 8858 12  2 85  0  0
 0  0      0 2461252   2168 655708    0    0     0    12 5746 8720 11  2 87  0  0
 0  0      0 2461252   2168 655708    0    0     0    88 6416 9737 15  1 83  0  0
 2  0      0 2461000   2168 655708    0    0     0    16 5897 8799 15  2 83  0  0
 0  0      0 2461000   2168 655708    0    0     0     8 5518 8329 11  1 88  1  0
 0  0      0 2461000   2168 655708    0    0     0   480 6043 9174 11  4 84  0  0
 0  0      0 2461000   2168 655712    0    0     0   336 6261 9625 14  1 85  1  0
 0  0      0 2461000   2168 655712    0    0     0  1692 5482 8366 19  2 78  0  0
 0  0      0 2461000   2168 655712    0    0     0    28 5717 8799  9  2 89  1  0
 3  0      0 2461000   2168 655716    0    0     0    76 5852 8951 13  1 85  0  0
 0  0      0 2461000   2168 655716    0    0     0    32 5350 8307  7  2 90  1  0
 0  0      0 2461000   2168 655716    0    0     0    48 5876 9029 10  2 88  0  0
 0  0      0 2461000   2168 655716    0    0     0    24 5754 8746 11  3 86  1  0
 0  0      0 2461000   2168 655716    0    0     0    76 6161 9465  8  4 88  1  0
 0  0      0 2461000   2168 655716    0    0     0    40 5867 9026 10  0 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 2461000   2168 655716    0    0     0   628 6523 9929 13  3 83  0  0
 0  0      0 2461000   2168 655716    0    0     0   304 6627 10084 13  2 84  1  0
 0  0      0 2461000   2168 655716    0    0     0  1712 5657 8650 10  2 87  1  0
 0  0      0 2461000   2168 655716    0    0     0    48 6112 9433  9  1 89  1  0
 0  1      0 2461000   2168 655716    0    0     0  1100 5953 9218 12  4 83  0  0
 0  0      0 2461000   2168 655716    0    0     0  1424 6439 9904 11  3 85  1  0
 2  0      0 2456904   2168 655720    0    0     0    44 5823 8689 10  2 87  1  0
 3  0      0 2456904   2168 655720    0    0     0    20 5893 8940  8  3 89  0  0
 0  0      0 2456904   2168 655720    0    0     0    40 6017 9204 12  2 86  0  0
 0  0      0 2456904   2168 655720    0    0     0    36 5916 9142 13  1 87  1  0
 0  0      0 2456904   2168 655720    0    0     0   472 5828 8692 14  1 85  1  0
 0  0      0 2456904   2168 655720    0    0     0   264 6312 9438  8  1 90  1  0
 2  0      0 2456652   2168 655720    0    0     0  1696 6156 9387 12  2 85  1  0
 0  0      0 2456652   2168 655720    0    0     0     8 5760 8706  7  1 92  0  0
 0  0      0 2456652   2168 655720    0    0     0    32 5672 8608  8  2 90  1  0
 2  0      0 2452556   2168 655720    0    0     0    20 5733 8709 14  1 85  0  0
 0  0      0 2452556   2168 655720    0    0     0    24 5909 8917 14  3 83  0  0
 0  0      0 2452556   2168 655720    0    0     0    24 6292 9672 13  2 85  1  0
 0  0      0 2452556   2168 655720    0    0     0     8 6610 9860 14  2 84  0  0
 0  0      0 2452556   2168 655720    0    0     0     0 6042 9133 12  3 86  0  0
 0  0      0 2447516   2168 655916    0    0     0   504 6540 9936 17  1 82  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 2447264   2168 655920    0    0     0   316 6292 9539 13  3 83  1  0
 0  0      0 2446760   2168 655920    0    0     0  1680 5706 8598 16  2 81  1  0
 0  0      0 2446760   2168 655920    0    0     0    48 6092 9268 11  3 87  0  0
 0  0      0 2446760   2168 655924    0    0     0    12 6285 9570 10  0 89  1  0
 3  0      0 2446760   2168 655924    0    0     0    24 6359 9723 14  4 82  0  0
 0  0      0 2446760   2168 655924    0    0     0    36 5989 8938 16  2 82  0  0
