Linux 6.1.166-197.305.amzn2023.x86_64 (ip-172-31-35-124.ec2.internal) 	04/22/26 	_x86_64_	(2 CPU)

17:15:21     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:15:22     all    4.48    0.00    1.49    0.00    0.00    0.50    0.00    0.00    0.00   93.53
17:15:23     all    5.45    0.00    0.99    0.99    0.00    0.50    0.00    0.00    0.00   92.08
17:15:24     all    8.59    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   90.40
17:15:25     all    7.61    0.00    0.51    0.00    0.00    0.00    0.00    0.00    0.00   91.88
17:15:26     all    5.32    0.00    0.00    1.06    0.00    0.00    0.00    0.00    0.00   93.62
17:15:27     all    6.06    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   92.93
17:15:28     all    4.69    0.00    0.52    0.00    0.00    0.00    0.00    0.00    0.00   94.79
17:15:29     all    9.50    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00   90.00
17:15:30     all    4.52    0.00    1.51    0.00    0.00    0.50    0.00    0.00    0.00   93.47
17:15:31     all    9.90    0.00    0.50    0.50    0.00    0.99    0.00    0.00    0.00   88.12
17:15:32     all    2.59    0.00    0.52    0.00    0.00    0.00    0.00    0.00    0.00   96.89
17:15:33     all    7.41    0.00    0.53    0.00    0.00    0.00    0.00    0.00    0.00   92.06
17:15:34     all    5.03    0.00    2.01    0.00    0.00    0.50    0.00    0.00    0.00   92.46
17:15:35     all    7.58    0.00    1.52    1.01    0.00    0.00    0.00    0.00    0.00   89.90
17:15:36     all    7.77    0.00    0.52    1.04    0.00    0.00    0.00    0.00    0.00   90.67
17:15:37     all    6.53    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   92.46
17:15:38     all    7.14    0.00    0.00    1.02    0.00    0.00    0.00    0.00    0.00   91.84
17:15:39     all    7.84    0.00    0.00    0.49    0.00    0.49    0.00    0.00    0.00   91.18
17:15:40     all    8.04    0.00    1.51    0.00    0.00    0.00    0.00    0.00    0.00   90.45
17:15:41     all    3.12    0.00    0.52    0.52    0.00    0.00    0.00    0.00    0.00   95.83
17:15:42     all    7.69    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.31
17:15:43     all    4.06    0.00    1.02    0.51    0.00    0.00    0.00    0.00    0.00   94.42
17:15:44     all   11.71    0.00    1.95    0.00    0.00    0.00    0.00    0.00    0.00   86.34
17:15:45     all   10.24    0.00    0.00    0.49    0.00    0.00    0.00    0.00    0.00   89.27
17:15:46     all   12.63    0.00    0.51    1.52    0.00    0.51    0.00    0.00    0.00   84.85
17:15:47     all    2.66    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.34
17:15:48     all    9.05    0.00    1.51    0.50    0.00    0.00    0.00    0.00    0.00   88.94
17:15:49     all    6.83    0.00    0.00    0.49    0.00    0.00    0.00    0.00    0.00   92.68
17:15:50     all    9.45    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   90.05
17:15:51     all    3.16    0.00    0.00    0.53    0.00    0.00    0.00    0.00    0.00   96.32
17:15:52     all    6.74    0.00    0.52    0.00    0.00    0.00    0.00    0.00    0.00   92.75
17:15:53     all   10.14    0.00    0.97    0.48    0.00    0.00    0.00    0.00    0.00   88.41
17:15:54     all   10.29    0.00    0.98    0.49    0.00    0.00    0.00    0.00    0.00   88.24
17:15:55     all    6.09    0.00    1.02    0.51    0.00    0.00    0.00    0.00    0.00   92.39
17:15:56     all    8.72    0.00    0.51    1.03    0.00    0.00    0.00    0.00    0.00   89.74
17:15:57     all    8.12    0.00    1.02    0.00    0.00    1.02    0.00    0.00    0.00   89.85
17:15:58     all    8.87    0.00    0.49    0.49    0.00    0.00    0.00    0.00    0.00   90.15
17:15:59     all    5.10    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   93.88
17:16:00     all    3.57    0.00    2.55    0.00    0.00    0.00    0.00    0.00    0.00   93.88
17:16:01     all    7.88    0.00    0.99    0.49    0.00    0.00    0.00    0.00    0.00   90.64
17:16:02     all    7.29    0.00    1.04    0.00    0.00    0.00    0.00    0.00    0.00   91.67
17:16:03     all    9.27    0.00    1.46    0.00    0.00    0.00    0.00    0.00    0.00   89.27
17:16:04     all    5.21    0.00    1.04    0.52    0.00    0.00    0.00    0.00    0.00   93.23
17:16:05     all    6.93    0.00    1.98    0.99    0.00    0.50    0.00    0.00    0.00   89.60
17:16:06     all    7.33    0.00    1.05    1.05    0.00    0.00    0.00    0.00    0.00   90.58
17:16:07     all    4.69    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   95.31
17:16:08     all   10.78    0.00    1.96    0.00    0.00    0.00    0.00    0.00    0.00   87.25
17:16:09     all    8.63    0.00    0.51    0.00    0.00    0.00    0.00    0.00    0.00   90.86
17:16:10     all    8.76    0.00    0.00    0.52    0.00    0.00    0.00    0.00    0.00   90.72
17:16:11     all    6.97    0.00    1.00    0.50    0.00    0.00    0.00    0.00    0.00   91.54
17:16:12     all    7.11    0.00    0.51    0.00    0.00    0.00    0.00    0.00    0.00   92.39
