procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 14183472   2168 1285244    0    0    62   408  375  601  2  0 97  0  0
 0  0      0 14183472   2168 1285208    0    0     0    36 2890 4647  4  1 95  0  0
 0  0      0 14183472   2168 1285208    0    0     0     8 4237 6784  5  1 94  0  0
 0  0      0 14183472   2168 1285208    0    0     0    20 4224 6758 10  0 89  0  0
 0  0      0 14183472   2168 1285208    0    0     0    92 4169 6773  4  0 96  1  0
 0  0      0 14183472   2168 1285208    0    0     0    20 3792 6121  5  1 95  0  0
 2  0      0 14183472   2168 1285208    0    0     0   252 3553 5811  8  1 92  1  0
 0  0      0 14183472   2168 1285212    0    0     0   508 4521 7209  5  2 92  1  0
 0  0      0 14183472   2168 1285212    0    0     0  1736 4869 7676 13  4 83  2  0
 0  0      0 14183472   2168 1285212    0    0     0    24 4133 6631  7  3 90  0  0
 0  0      0 14183472   2168 1285212    0    0     0    28 3963 6478  8  1 91  1  0
 0  0      0 14183472   2168 1285212    0    0     0    24 3722 6105  7  0 93  0  0
 0  0      0 14183472   2168 1285212    0    0     0    84 4328 6870  9  2 88  0  0
 0  0      0 14183472   2168 1285212    0    0     0    52 4132 6545  8  2 89  1  0
 0  0      0 14183472   2168 1285212    0    0     0     8 3977 6369 10  3 87  0  0
 0  0      0 14183472   2168 1285216    0    0     0    24 3814 6044  9  1 91  0  0
 0  0      0 14183472   2168 1285216    0    0     0   316 4038 6490  7  2 90  1  0
 0  0      0 14183468   2168 1285216    0    0     0  7980 3918 6343  7  3 89  2  0
 0  0      0 14183468   2168 1285216    0    0     0  1728 4557 7293 14  2 84  1  0
 0  0      0 14183468   2168 1285216    0    0     0    32 4171 6528 12  1 87  1  0
 3  0      0 14183468   2168 1285216    0    0     0   100 3863 6204  6  1 93  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 14183468   2168 1285216    0    0     0    20 3713 6005  6  1 93  0  0
 0  0      0 14183468   2168 1285216    0    0     0    48 4158 6672  6  2 92  1  0
 0  0      0 14183468   2168 1285216    0    0     0     8 4248 6751  6  0 94  0  0
 0  0      0 14183468   2168 1285216    0    0     0    40 4451 7135 10  3 87  0  0
 0  0      0 14183468   2168 1285216    0    0     0    28 3621 5814  7  1 92  1  0
 0  0      0 14183468   2168 1285216    0    0     0   300 3795 6141  8  1 91  1  0
 1  0      0 14183468   2168 1285220    0    0     4   468 4563 7257 17  2 80  0  0
 0  0      0 14183468   2168 1285224    0    0     0  1736 4754 7616 10  3 86  2  0
 0  0      0 14183468   2168 1285224    0    0     0    60 3634 5882 11  2 87  0  0
 0  0      0 14183468   2168 1285224    0    0     0    24 3729 6069 12  1 87  0  0
 0  0      0 14183468   2168 1285224    0    0     0    32 4560 7312  7  2 91  1  0
 0  0      0 14183468   2168 1285224    0    0     0     8 4113 6546  9  0 91  0  0
 0  0      0 14183468   2168 1285224    0    0     0    16 3545 5852  6  2 92  0  0
