procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  1      0 5271800   2168 1614180    0    0    19  1425  778  463  8  2 84  7  0
 0  1      0 5270036   2168 1614148    0    0     0  4384 13840 22025 13  5 58 24  0
 3  0      0 5269280   2168 1614148    0    0     0  2896 9179 15424  6  4 75 16  0
 0  0      0 5267768   2168 1614148    0    0     0  4736 11419 18522  9  3 68 19  0
 0  1      0 5266760   2168 1614148    0    0     0  2688 7517 12665  9  0 79 12  0
 0  1      0 5266004   2168 1614148    0    0     0  3440 11119 18025  8  2 71 19  0
 0  0      0 5265248   2168 1614148    0    0     0  2296 8612 13945  5  2 80 13  0
 0  0      0 5263484   2168 1614152    0    0     0  3656 12158 19373 12  6 63 20  0
 3  0      0 5261972   2168 1614152    0    0     0  3980 13061 20564 16  3 58 23  0
 0  1      0 5261972   2168 1614152    0    0     0  2868 10462 17060  7  5 71 17  0
 0  1      0 5261972   2168 1614152    0    0     0 10588 11550 18821  8  2 69 21  0
 0  0      0 5261972   2168 1614152    0    0     0  4192 13814 22388 13  4 60 23  0
 1  0      0 5261972   2168 1614152    0    0     0  3500 10492 17106 12  3 68 18  0
 4  0      0 5261972   2168 1614152    0    0     0  4280 10135 16568  9  4 70 18  0
 2  1      0 5261972   2168 1614152    0    0     0  4576 13303 21329 13  6 58 22  0
 2  1      0 5261972   2168 1614156    0    0     0  3464 11864 19567  9  3 67 21  0
 0  0      0 5261972   2168 1614156    0    0     0  2848 9890 16425  9  4 71 17  0
 1  0      0 5261972   2168 1614156    0    0     0  4088 13626 21855 13  5 60 22  0
 0  0      0 5261720   2168 1614156    0    0     0  3900 12553 20420 12  5 59 23  1
 0  0      0 5260964   2168 1614156    0    0     0  2524 9640 15481 13  5 69 14  0
 0  1      0 5260208   2168 1614156    0    0     0  3976 13319 21639 17  3 58 22  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1      0 5259200   2168 1614156    0    0     0  3996 13343 21313 11  6 61 22  0
 0  0      0 5258192   2168 1614156    0    0     0  2844 9100 14956  9  4 72 14  0
 0  0      0 5255164   2168 1614160    0    0     0  4808 11896 19567 10  6 64 21  0
 0  1      0 5251636   2168 1614160    0    0     0  4552 13130 21269 20  4 55 21  0
 0  0      0 5251636   2168 1614160    0    0     0  2828 9989 16316 13  4 68 15  0
 0  1      0 5251636   2168 1614160    0    0     0  3232 11430 18554  9  2 69 19  0
 0  0      0 5251636   2168 1614160    0    0     0  4072 13659 22110 13  8 57 23  0
 0  1      0 5251636   2168 1614164    0    0     0  3248 11347 18714  6  3 71 20  0
 0  0      0 5251636   2168 1614164    0    0     0  2968 10156 16509  9  2 72 17  0
 2  1      0 5250628   2168 1614164    0    0     0  4292 14204 23202  9  4 61 26  0
 2  0      0 5324464   2168 1624884    0    0     0 14804 12250 18928 21  8 47 24  0
 0  0      0 5316656   2168 1617320    0    0     0 44460 5830 6992 36  9 37 18  0
 3  0      0 5267264   2168 1617320    0    0     0  4388 9150 13953 20 10 54 16  0
 1  0      0 5261468   2168 1617320    0    0     0  4448 13104 20862 10  4 63 24  0
 0  0      0 5257184   2168 1617320    0    0     0  3064 10363 16933  9  3 71 17  0
 0  0      0 5251892   2168 1617320    0    0     0  3028 11013 18003  7  2 72 19  0
 0  1      0 5247356   2168 1617320    0    0     0  4136 14127 22932 16  2 58 24  0
 0  0      0 5240048   2168 1617320    0    0     0  3432 11574 18889 12  2 66 20  0
 1  1      0 5238032   2168 1617320    0    0     0  2680 9929 16258  8  2 73 17  0
 1  0      0 5230220   2168 1617320    0    0     0  3956 13106 21008 13  7 59 21  0
 0  0      0 5227448   2168 1617324    0    0     0  4016 13445 21641 12  5 60 23  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 5220644   2168 1617328    0    0     0  1380 4228 7133  5  2 88  5  0
 0  0      0 5212328   2168 1617332    0    0     0  3316 6549 10820  5  3 82 10  0
 0  1      0 5205272   2168 1617332    0    0     0  3060 8883 14543 11  1 74 14  0
