Linux 6.1.166-197.305.amzn2023.x86_64 (ip-172-31-40-165.ec2.internal) 	04/21/26 	_x86_64_	(2 CPU)

17:12:55     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:12:56     all   14.07    0.00    2.01    0.00    0.00    0.00    0.00    0.00    0.00   83.92
17:12:57     all   87.56    0.00    2.59    0.00    0.00    2.07    0.00    0.00    0.00    7.77
17:12:58     all   83.08    0.00    4.62    0.51    0.00    4.10    0.00    0.00    0.00    7.69
17:12:59     all   81.82    0.00    4.28    0.00    0.00    2.67    0.00    0.00    0.00   11.23
17:13:00     all   82.41    0.00    4.02    0.00    0.00    5.53    0.00    0.00    0.00    8.04
17:13:01     all   83.42    0.00    3.63    1.04    0.00    1.04    0.00    0.00    0.00   10.88
17:13:02     all   82.32    0.00    5.56    1.52    0.00    1.52    0.00    0.00    0.00    9.09
17:13:03     all   84.85    0.00    4.55    0.00    0.00    3.54    0.00    0.00    0.00    7.07
17:13:04     all   84.69    0.00    3.06    0.00    0.00    1.02    0.00    0.00    0.00   11.22
17:13:05     all   86.15    0.00    4.10    0.00    0.00    2.05    0.00    0.00    0.00    7.69
17:13:06     all   85.05    0.00    5.15    0.00    0.00    1.55    0.00    0.00    0.00    8.25
17:13:07     all   83.50    0.00    3.00    0.50    0.00    3.00    0.00    0.00    0.00   10.00
17:13:08     all   86.46    0.00    2.08    0.00    0.00    2.60    0.00    0.00    0.00    8.85
17:13:09     all   86.50    0.00    5.00    0.00    0.00    2.00    0.00    0.00    0.00    6.50
17:13:10     all   84.00    0.00    6.50    0.50    0.00    3.00    0.00    0.00    0.00    6.00
17:13:11     all   82.83    0.00    6.06    0.51    0.00    3.03    0.00    0.00    0.00    7.58
17:13:12     all   84.82    0.00    3.66    1.57    0.00    1.05    0.00    0.00    0.00    8.90
17:13:13     all   78.79    0.00    7.07    0.00    0.00    4.55    0.00    0.00    0.00    9.60
17:13:14     all   87.50    0.00    0.50    0.50    0.00    1.00    0.00    0.00    0.00   10.50
17:13:15     all   78.22    0.00    3.47    6.44    0.00    1.49    0.00    0.00    0.00   10.40
17:13:16     all   71.79    0.00    5.13    8.21    0.00    1.54    0.00    0.00    0.00   13.33
17:13:17     all   67.34    0.00    4.52    9.55    0.00    3.52    0.00    0.00    0.00   15.08
17:13:18     all   70.05    0.00    4.06    8.63    0.00    3.05    0.00    0.00    0.00   14.21
17:13:19     all   69.85    0.00    6.03    8.04    0.00    1.01    0.00    0.00    0.00   15.08
17:13:20     all   67.01    0.00    7.73    7.73    0.00    1.55    0.00    0.00    0.00   15.98
17:13:21     all   68.34    0.00    5.03    9.55    0.00    1.51    0.00    0.00    0.00   15.58
17:13:22     all   71.50    0.00    3.11    8.29    0.00    4.15    0.00    0.00    0.00   12.95
17:13:23     all   82.83    0.00    5.05    1.01    0.00    3.03    0.00    0.00    0.00    8.08
17:13:24     all   87.50    0.00    4.00    0.00    0.00    1.50    0.00    0.00    0.00    7.00
17:13:25     all   83.59    0.00    4.62    0.00    0.00    4.10    0.00    0.00    0.00    7.69
17:13:26     all   84.85    0.00    5.05    0.51    0.00    2.02    0.00    0.00    0.00    7.58
17:13:27     all   83.59    0.00    5.64    0.00    0.00    3.08    0.00    0.00    0.00    7.69
17:13:28     all   85.64    0.00    4.10    0.51    0.00    3.59    0.00    0.00    0.00    6.15
17:13:29     all   84.62    0.00    1.54    0.00    0.00    2.56    0.51    0.00    0.00   10.77
17:13:30     all   87.24    0.00    3.57    0.00    0.00    2.55    0.00    0.00    0.00    6.63
17:13:31     all   82.32    0.00    5.05    0.51    0.00    4.04    0.00    0.00    0.00    8.08
17:13:32     all   81.31    0.00    5.56    1.01    0.00    3.54    0.00    0.00    0.00    8.59
17:13:33     all   84.97    0.00    2.07    0.52    0.00    5.70    0.00    0.00    0.00    6.74
17:13:34     all   85.79    0.00    4.57    0.00    0.00    2.54    0.00    0.00    0.00    7.11
17:13:35     all   83.33    0.00    4.17    0.52    0.00    4.69    0.00    0.00    0.00    7.29
17:13:36     all   88.78    0.00    2.04    0.00    0.00    2.04    0.00    0.00    0.00    7.14
17:13:37     all   86.22    0.00    1.53    0.00    0.00    3.57    0.00    0.00    0.00    8.67
17:13:38     all   84.02    0.00    4.12    1.55    0.00    2.06    0.00    0.00    0.00    8.25
17:13:39     all   86.07    0.00    1.49    0.00    0.00    3.98    0.00    0.00    0.00    8.46
17:13:40     all   84.54    0.00    5.15    1.03    0.00    2.06    0.00    0.00    0.00    7.22
17:13:41     all   80.50    0.00    5.50    0.50    0.00    3.00    0.00    0.00    0.00   10.50
17:13:42     all   85.28    0.00    4.57    1.02    0.00    1.52    0.00    0.00    0.00    7.61
17:13:43     all   82.50    0.00    3.00    2.50    0.00    4.50    0.00    0.00    0.00    7.50
17:13:44     all   80.77    0.00    2.75    0.00    0.00    4.95    0.00    0.00    0.00   11.54
17:13:45     all   86.32    0.00    2.11    0.00    0.00    3.16    0.00    0.00    0.00    8.42
17:13:46     all   84.46    0.00    3.63    0.00    0.00    4.66    0.00    0.00    0.00    7.25
17:13:47     all   83.33    0.00    5.73    0.52    0.00    2.60    0.00    0.00    0.00    7.81
17:13:48     all   81.91    0.00    3.02    1.51    0.00    2.01    0.00    0.00    0.00   11.56
17:13:49     all   87.89    0.00    2.63    0.00    0.00    2.11    0.00    0.00    0.00    7.37
17:13:50     all   82.90    0.00    2.59    1.04    0.00    3.11    0.00    0.00    0.00   10.36
17:13:51     all   86.80    0.00    4.57    0.00    0.00    2.54    0.00    0.00    0.00    6.09
17:13:52     all   82.05    0.00    3.08    1.54    0.00    3.08    0.00    0.00    0.00   10.26
17:13:53     all   85.28    0.00    2.54    0.00    0.00    5.08    0.51    0.00    0.00    6.60
17:13:54     all   84.02    0.00    2.58    0.00    0.00    3.09    0.00    0.00    0.00   10.31
17:13:55     all   85.13    0.00    6.15    0.51    0.00    2.05    0.00    0.00    0.00    6.15
17:13:56     all   85.71    0.00    2.12    0.00    0.00    1.59    0.00    0.00    0.00   10.58
17:13:57     all   84.73    0.00    2.96    0.49    0.00    3.94    0.00    0.00    0.00    7.88
17:13:58     all   82.32    0.00    5.05    0.00    0.00    3.03    0.00    0.00    0.00    9.60
17:13:59     all   87.94    0.00    3.02    0.50    0.00    1.01    0.00    0.00    0.00    7.54
17:14:00     all   81.82    0.00    8.59    0.51    0.00    2.02    0.00    0.00    0.00    7.07
17:14:01     all   83.08    0.00    3.08    0.51    0.00    3.08    0.00    0.00    0.00   10.26
17:14:02     all   82.65    0.00    3.06    1.02    0.00    5.10    0.00    0.00    0.00    8.16
17:14:03     all   84.18    0.00    2.55    0.00    0.00    3.06    0.00    0.00    0.00   10.20
17:14:04     all   87.76    0.00    4.08    0.51    0.00    2.04    0.00    0.00    0.00    5.61
17:14:05     all   83.08    0.00    5.13    0.00    0.00    2.56    0.00    0.00    0.00    9.23
17:14:06     all   87.37    0.00    3.68    0.00    0.00    2.11    0.00    0.00    0.00    6.84
17:14:07     all   82.99    0.00    4.12    0.00    0.00    2.58    0.00    0.00    0.00   10.31
17:14:08     all   86.50    0.00    2.50    0.50    0.00    2.50    0.00    0.00    0.00    8.00
17:14:09     all   81.77    0.00    5.42    0.00    0.00    1.97    0.00    0.00    0.00   10.84
17:14:10     all   88.44    0.00    2.51    0.50    0.00    2.51    0.00    0.00    0.00    6.03
17:14:11     all   78.22    0.00    4.95    0.50    0.00    2.97    0.00    0.00    0.00   13.37
17:14:12     all   83.00    0.00    5.50    1.00    0.00    2.50    0.00    0.00    0.00    8.00
17:14:13     all   80.93    0.00    4.12    0.52    0.00    4.12    0.00    0.00    0.00   10.31
17:14:14     all   84.90    0.00    4.69    0.52    0.00    2.08    0.00    0.00    0.00    7.81
17:14:15     all   82.29    0.00    5.73    0.00    0.00    3.12    0.00    0.00    0.00    8.85
17:14:16     all   83.68    0.00    3.68    0.00    0.00    4.21    0.00    0.00    0.00    8.42
17:14:17     all   76.68    0.00    3.63    3.63    0.00    2.07    0.00    0.00    0.00   13.99
17:14:18     all   76.02    0.00    4.08    4.08    0.00    3.06    0.00    0.00    0.00   12.76
17:14:19     all   70.53    0.00    4.74    3.68    0.00    1.58    0.00    0.00    0.00   19.47
17:14:20     all   79.10    0.00    3.48    3.48    0.00    1.49    0.00    0.00    0.00   12.44
17:14:21     all   79.90    0.00    4.12    3.61    0.00    1.03    0.00    0.00    0.00   11.34
17:14:22     all   86.93    0.00    3.52    1.01    0.00    1.51    0.00    0.00    0.00    7.04
17:14:23     all   83.90    0.00    3.41    1.95    0.00    1.95    0.00    0.00    0.00    8.78
17:14:24     all   88.18    0.00    2.46    0.00    0.00    4.43    0.00    0.00    0.00    4.93
17:14:25     all   91.00    0.00    1.50    0.50    0.00    1.50    0.00    0.00    0.00    5.50
17:14:26     all   86.93    0.00    3.02    0.50    0.00    3.02    0.00    0.00    0.00    6.53
17:14:27     all   88.83    0.00    3.05    0.00    0.00    3.55    0.00    0.00    0.00    4.57
17:14:28     all   84.02    0.00    6.70    0.00    0.00    4.64    0.00    0.00    0.00    4.64
17:14:29     all   88.89    0.00    2.02    0.00    0.00    4.04    0.00    0.00    0.00    5.05
