Linux 6.1.166-197.305.amzn2023.x86_64 (ip-172-31-79-52.ec2.internal) 	04/22/26 	_x86_64_	(2 CPU)

14:39:28     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14:39:29     all   22.34    0.00    2.66   17.02    0.00    0.53    0.00    0.00    0.00   57.45
14:39:30     all   15.08    0.00    1.51    5.53    0.00    1.01    0.00    0.00    0.00   76.88
14:39:31     all   43.65    0.00   11.17    9.64    0.00    0.51    0.00    0.00    0.00   35.03
14:39:32     all   38.12    0.00    6.93    6.93    0.00    0.00    0.00    0.00    0.00   48.02
14:39:33     all   23.88    0.00    2.49    8.46    0.00    0.50    0.00    0.00    0.00   64.68
14:39:34     all   27.64    0.00    7.54    5.03    0.00    0.00    0.00    0.00    0.00   59.80
14:39:35     all   47.40    0.00   14.58    6.77    0.00    0.52    0.00    0.00    0.00   30.73
14:39:36     all   19.69    0.00    3.11    5.70    0.00    0.00    0.00    0.00    0.00   71.50
14:39:37     all   22.16    0.00    3.61    4.64    0.00    0.00    0.00    0.00    0.00   69.59
14:39:38     all   45.79    0.00   13.68   12.11    0.00    0.00    0.00    0.00    0.00   28.42
14:39:39     all   34.34    0.00    7.07    7.58    0.00    0.51    0.00    0.00    0.00   50.51
14:39:40     all   17.17    0.00    2.02    5.05    0.00    0.00    0.00    0.00    0.00   75.76
14:39:41     all   42.93    0.00    7.58    9.09    0.00    1.01    0.00    0.00    0.00   39.39
14:39:42     all   31.68    0.00    3.96    4.95    0.00    0.00    0.00    0.00    0.00   59.41
14:39:43     all   15.92    0.00    5.47    5.47    0.00    0.00    0.00    0.00    0.00   73.13
14:39:44     all   19.90    0.00    2.99    5.47    0.00    0.50    0.00    0.00    0.00   71.14
14:39:45     all   44.17    0.00    7.28    7.77    0.00    0.49    0.00    0.00    0.00   40.29
14:39:46     all   49.48    0.00   11.98   11.46    0.00    0.52    0.00    0.00    0.00   26.56
14:39:47     all   14.51    0.00    2.07    5.70    0.00    0.52    0.00    0.00    0.00   77.20
14:39:48     all   42.64    0.00    8.12    9.14    0.00    0.51    0.00    0.00    0.00   39.59
14:39:49     all   47.47    0.00    8.08    8.59    0.00    0.00    0.00    0.00    0.00   35.86
14:39:50     all   10.95    0.00    2.49    4.48    0.00    0.00    0.00    0.00    0.00   82.09
14:39:51     all   25.73    0.00    6.31    4.85    0.00    0.49    0.00    0.00    0.00   62.62
14:39:52     all   46.63    0.00    9.62   10.10    0.00    0.48    0.00    0.00    0.00   33.17
