Linux 6.1.166-197.305.amzn2023.x86_64 (ip-172-31-36-198.ec2.internal) 	04/22/26 	_x86_64_	(2 CPU)

17:10:49     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:10:50     all   55.05    0.00   10.10    5.05    0.00    0.00    0.00    0.00    0.00   29.80
17:10:51     all   87.06    0.00    9.95    2.49    0.00    0.00    0.00    0.00    0.00    0.50
17:10:52     all   93.91    0.00    3.55    2.03    0.00    0.51    0.00    0.00    0.00    0.00
17:10:53     all   82.50    0.00   13.50    3.00    0.00    0.50    0.00    0.00    0.00    0.50
17:10:54     all   88.89    0.00    8.59    1.52    0.00    0.51    0.00    0.00    0.00    0.51
17:10:55     all   85.86    0.00    9.60    2.53    0.00    1.52    0.00    0.00    0.00    0.51
17:10:56     all   94.03    0.00    3.98    1.99    0.00    0.00    0.00    0.00    0.00    0.00
17:10:57     all   88.67    0.00    7.88    2.46    0.00    0.99    0.00    0.00    0.00    0.00
17:10:58     all   85.79    0.00   10.66    2.03    0.00    1.02    0.00    0.00    0.00    0.51
17:10:59     all   89.74    0.00    7.18    2.56    0.00    0.00    0.00    0.00    0.00    0.51
17:11:00     all   90.64    0.00    6.90    1.97    0.00    0.00    0.00    0.00    0.00    0.49
17:11:01     all   86.36    0.00    9.09    2.53    0.00    1.01    0.00    0.00    0.00    1.01
17:11:02     all   88.38    0.00    8.08    3.03    0.00    0.51    0.00    0.00    0.00    0.00
17:11:03     all   84.69    0.00    9.69    2.55    0.00    2.04    0.00    0.00    0.00    1.02
17:11:04     all   86.57    0.00    9.95    2.49    0.00    1.00    0.00    0.00    0.00    0.00
17:11:05     all   87.13    0.00    9.41    2.48    0.00    0.50    0.00    0.00    0.00    0.50
17:11:06     all   89.05    0.00    6.97    2.99    0.00    0.50    0.00    0.00    0.00    0.50
17:11:07     all   86.22    0.00    9.18    3.57    0.00    0.00    0.00    0.00    0.00    1.02
17:11:08     all   96.00    0.00    1.50    1.00    0.00    1.50    0.00    0.00    0.00    0.00
17:11:09     all   95.02    0.00    3.48    1.49    0.00    0.00    0.00    0.00    0.00    0.00
17:11:10     all   83.66    0.00   11.39    2.48    0.00    1.49    0.00    0.00    0.00    0.99
17:11:11     all   87.13    0.00    8.42    2.97    0.00    0.99    0.00    0.00    0.00    0.50
17:11:12     all   87.88    0.00    5.56    3.03    0.00    2.53    0.00    0.00    0.00    1.01
17:11:13     all   88.44    0.00    8.54    2.01    0.00    0.50    0.00    0.00    0.00    0.50
17:11:14     all   89.00    0.00    7.50    2.50    0.00    0.50    0.00    0.00    0.00    0.50
17:11:15     all   82.83    0.00   11.62    3.03    0.00    2.02    0.00    0.00    0.00    0.51
17:11:16     all   90.86    0.00    6.60    2.03    0.00    0.00    0.00    0.00    0.00    0.51
17:11:17     all   84.08    0.00   10.95    2.99    0.00    0.50    0.00    0.00    0.00    1.49
17:11:18     all   82.65    0.00   13.27    3.06    0.00    0.51    0.00    0.00    0.00    0.51
17:11:19     all   85.50    0.00   11.50    2.00    0.00    0.50    0.00    0.00    0.00    0.50
17:11:20     all   94.00    0.00    4.50    0.50    0.00    1.00    0.00    0.00    0.00    0.00
17:11:21     all   89.39    0.00    5.56    3.03    0.00    1.52    0.00    0.00    0.00    0.51
17:11:22     all   89.05    0.00    7.96    1.99    0.00    0.50    0.00    0.00    0.00    0.50
17:11:23     all   86.80    0.00   10.66    1.02    0.00    1.52    0.00    0.00    0.00    0.00
17:11:24     all   93.03    0.00    4.98    1.00    0.00    0.50    0.00    0.00    0.00    0.50
17:11:25     all   94.50    0.00    3.50    0.50    0.00    1.50    0.00    0.00    0.00    0.00
17:11:26     all   93.94    0.00    2.02    2.02    0.00    2.02    0.00    0.00    0.00    0.00
17:11:27     all   96.50    0.00    2.00    0.00    0.00    1.50    0.00    0.00    0.00    0.00
17:11:28     all   97.49    0.00    1.01    0.50    0.00    1.01    0.00    0.00    0.00    0.00
17:11:29     all   95.00    0.00    4.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00
17:11:30     all   94.00    0.00    3.50    0.00    0.00    2.50    0.00    0.00    0.00    0.00
17:11:31     all   94.03    0.00    0.50    1.49    0.00    3.48    0.00    0.00    0.00    0.50
17:11:32     all   95.52    0.00    1.49    1.00    0.00    1.99    0.00    0.00    0.00    0.00
17:11:33     all   96.00    0.00    2.00    0.00    0.00    2.00    0.00    0.00    0.00    0.00
17:11:34     all   98.50    0.00    1.00    0.00    0.00    0.50    0.00    0.00    0.00    0.00
17:11:35     all   92.50    0.00    5.50    0.50    0.00    1.50    0.00    0.00    0.00    0.00
17:11:36     all   89.55    0.00    6.47    1.00    0.00    2.99    0.00    0.00    0.00    0.00
17:11:37     all   96.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00
17:11:38     all   96.00    0.00    2.50    1.00    0.00    0.50    0.00    0.00    0.00    0.00
17:11:39     all   94.95    0.00    3.03    1.01    0.00    1.01    0.00    0.00    0.00    0.00
17:11:40     all   92.39    0.00    4.06    2.54    0.00    1.02    0.00    0.00    0.00    0.00
17:11:41     all   89.11    0.00    5.45    3.47    0.00    0.50    0.00    0.00    0.00    1.49
17:11:42     all   91.04    0.00    5.97    1.99    0.00    0.00    0.00    0.00    0.00    1.00
17:11:43     all   88.61    0.00    7.92    2.48    0.00    0.50    0.00    0.00    0.00    0.50
17:11:44     all   94.50    0.00    3.50    1.00    0.00    0.50    0.00    0.00    0.00    0.50
17:11:45     all   89.34    0.00    8.12    2.03    0.00    0.51    0.00    0.00    0.00    0.00
17:11:46     all   85.57    0.00    8.96    3.48    0.00    0.50    0.00    0.00    0.00    1.49
17:11:47     all   83.66    0.00   10.89    3.47    0.00    0.99    0.00    0.00    0.00    0.99
17:11:48     all   89.66    0.00    6.40    2.46    0.00    0.99    0.00    0.00    0.00    0.49
17:11:49     all   90.40    0.00    5.05    2.53    0.00    1.52    0.00    0.00    0.00    0.51
17:11:50     all   85.15    0.00   10.89    1.98    0.00    1.49    0.00    0.00    0.00    0.50
17:11:51     all   84.77    0.00   11.17    3.55    0.00    0.51    0.00    0.00    0.00    0.00
17:11:52     all   89.11    0.00    6.44    1.98    0.00    1.49    0.00    0.00    0.00    0.99
17:11:53     all   86.57    0.00    7.96    2.99    0.00    1.99    0.00    0.00    0.00    0.50
