Linux 6.1.166-197.305.amzn2023.x86_64 (ip-172-31-36-198.ec2.internal) 	04/22/26 	_x86_64_	(2 CPU)

16:32:13     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
16:32:14     all   16.08    0.00    1.51    0.50    0.00    0.50    0.00    0.00    0.00   81.41
16:32:15     all   92.04    0.00    4.48    0.50    0.00    2.49    0.00    0.00    0.00    0.50
16:32:16     all   95.96    0.00    2.02    0.00    0.00    1.52    0.00    0.00    0.00    0.51
16:32:17     all   94.00    0.00    2.00    1.50    0.00    1.00    0.00    0.00    0.00    1.50
16:32:18     all   94.97    0.00    3.02    0.00    0.00    2.01    0.00    0.00    0.00    0.00
16:32:19     all   95.00    0.00    3.00    0.00    0.00    2.00    0.00    0.00    0.00    0.00
16:32:20     all   96.52    0.00    1.49    0.00    0.00    1.49    0.00    0.00    0.00    0.50
16:32:21     all   93.03    0.00    3.48    0.50    0.00    2.99    0.00    0.00    0.00    0.00
16:32:22     all   95.45    0.00    2.02    0.00    0.00    2.53    0.00    0.00    0.00    0.00
16:32:23     all   94.55    0.00    2.48    0.50    0.00    1.98    0.00    0.00    0.00    0.50
16:32:24     all   95.50    0.00    3.00    0.00    0.00    1.50    0.00    0.00    0.00    0.00
16:32:25     all   97.47    0.00    1.01    0.00    0.00    1.52    0.00    0.00    0.00    0.00
16:32:26     all   94.06    0.00    1.49    0.99    0.00    2.48    0.00    0.00    0.00    0.99
16:32:27     all   94.47    0.00    2.01    0.50    0.00    3.02    0.00    0.00    0.00    0.00
16:32:28     all   96.50    0.00    2.00    0.00    0.00    1.50    0.00    0.00    0.00    0.00
16:32:29     all   95.50    0.00    1.50    0.50    0.00    2.00    0.00    0.00    0.00    0.50
16:32:30     all   94.50    0.00    2.50    0.00    0.00    2.50    0.00    0.00    0.00    0.50
16:32:31     all   94.53    0.00    2.99    0.00    0.00    1.99    0.00    0.00    0.00    0.50
16:32:32     all   94.03    0.00    3.98    0.00    0.00    1.49    0.00    0.00    0.00    0.50
16:32:33     all   92.96    0.00    3.52    0.00    0.00    3.52    0.00    0.00    0.00    0.00
16:32:34     all   92.46    0.00    4.02    0.00    0.00    3.52    0.00    0.00    0.00    0.00
16:32:35     all   96.02    0.00    0.50    1.00    0.00    1.49    0.00    0.00    0.00    1.00
16:32:36     all   97.99    0.00    1.01    0.50    0.00    0.50    0.00    0.00    0.00    0.00
16:32:37     all   92.96    0.00    2.01    2.01    0.00    1.51    0.00    0.00    0.00    1.51
16:32:38     all   93.60    0.00    2.96    1.48    0.00    0.99    0.00    0.00    0.00    0.99
16:32:39     all   94.47    0.00    4.02    0.50    0.00    1.01    0.00    0.00    0.00    0.00
16:32:40     all   95.00    0.00    2.50    0.00    0.00    2.50    0.00    0.00    0.00    0.00
16:32:41     all   93.94    0.00    1.52    1.52    0.00    3.03    0.00    0.00    0.00    0.00
16:32:42     all   95.52    0.00    0.50    0.50    0.00    3.48    0.00    0.00    0.00    0.00
16:32:43     all   96.00    0.00    1.00    0.00    0.00    3.00    0.00    0.00    0.00    0.00
16:32:44     all   96.53    0.00    0.50    0.00    0.00    2.97    0.00    0.00    0.00    0.00
16:32:45     all   96.52    0.00    2.99    0.50    0.00    0.00    0.00    0.00    0.00    0.00
16:32:46     all   93.03    0.00    3.98    0.50    0.00    2.49    0.00    0.00    0.00    0.00
16:32:47     all   94.95    0.00    0.51    1.01    0.00    3.54    0.00    0.00    0.00    0.00
16:32:48     all   95.50    0.00    2.50    0.00    0.00    2.00    0.00    0.00    0.00    0.00
16:32:49     all   96.00    0.00    2.50    0.00    0.00    1.50    0.00    0.00    0.00    0.00
16:32:50     all   97.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00
