Linux 6.1.166-197.305.amzn2023.x86_64 (ip-172-31-43-117.ec2.internal) 	04/21/26 	_x86_64_	(2 CPU)

17:12:55     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:12:56     all    9.74    0.00    1.03    0.51    0.00    0.00    0.00    0.00    0.00   88.72
17:12:57     all   22.49    0.00    5.26    0.00    0.00    1.91    0.00    0.00    0.00   70.33
17:12:58     all   20.86    0.00    4.28    0.53    0.00    0.53    0.00    0.00    0.00   73.80
17:12:59     all   22.22    0.00    3.70    0.00    0.00    0.00    0.00    0.00    0.00   74.07
17:13:00     all   23.74    0.00    5.56    0.00    0.00    1.01    0.00    0.00    0.00   69.70
17:13:01     all   18.48    0.00    3.80    1.09    0.00    1.09    0.00    0.00    0.00   75.54
17:13:02     all   20.43    0.00    4.84    0.54    0.00    0.00    0.00    0.00    0.00   74.19
17:13:03     all   19.58    0.00    3.17    0.00    0.00    2.65    0.00    0.00    0.00   74.60
17:13:04     all   23.04    0.00    5.76    0.52    0.00    0.52    0.00    0.00    0.00   70.16
17:13:05     all   20.54    0.00    3.24    1.08    0.00    0.00    0.00    0.00    0.00   75.14
17:13:06     all   20.00    0.00    1.67    0.00    0.00    0.56    0.00    0.00    0.00   77.78
17:13:07     all   20.71    0.00    4.04    0.51    0.00    1.52    0.00    0.00    0.00   73.23
17:13:08     all   27.42    0.00    3.76    0.00    0.00    1.08    0.00    0.00    0.00   67.74
17:13:09     all   19.79    0.00    5.35    0.00    0.00    0.00    0.00    0.00    0.00   74.87
17:13:10     all   20.74    0.00    5.32    0.00    0.00    0.53    0.00    0.00    0.00   73.40
17:13:11     all   22.68    0.00    3.61    1.03    0.00    1.55    0.00    0.00    0.00   71.13
17:13:12     all   24.48    0.00    2.60    1.56    0.00    0.52    0.00    0.00    0.00   70.83
17:13:13     all   18.72    0.00    3.74    0.53    0.00    1.07    0.00    0.00    0.00   75.94
17:13:14     all   31.00    0.00    3.50    1.00    0.00    0.00    0.00    0.00    0.00   64.50
17:13:15     all   27.84    0.00    2.06    7.22    0.00    2.06    0.00    0.00    0.00   60.82
17:13:16     all   29.63    0.00    4.23    9.52    0.00    0.53    0.00    0.00    0.00   56.08
17:13:17     all   30.30    0.00    6.06    8.08    0.00    1.01    0.00    0.00    0.00   54.55
17:13:18     all   38.81    0.00    2.49    9.45    0.00    0.00    0.00    0.00    0.00   49.25
17:13:19     all   36.00    0.00    5.50    8.00    0.00    1.50    0.00    0.00    0.00   49.00
17:13:20     all   33.51    0.00    4.64    7.22    0.00    0.52    0.00    0.00    0.00   54.12
17:13:21     all   34.67    0.00    2.51    9.55    0.00    2.01    0.00    0.00    0.00   51.26
17:13:22     all   27.84    0.00    3.98    6.82    0.00    0.57    0.00    0.00    0.00   60.80
17:13:23     all   17.84    0.00    4.86    1.08    0.00    1.08    0.00    0.00    0.00   75.14
17:13:24     all   23.47    0.00    4.08    0.00    0.00    0.51    0.00    0.00    0.00   71.94
17:13:25     all   15.30    0.00    2.73    0.00    0.00    1.64    0.00    0.00    0.00   80.33
17:13:26     all   22.99    0.00    3.74    0.00    0.00    1.07    0.00    0.00    0.00   72.19
17:13:27     all   18.18    0.00    3.21    0.00    0.00    0.53    0.00    0.00    0.00   78.07
17:13:28     all   22.84    0.00    3.55    0.00    0.00    1.52    0.00    0.00    0.00   72.08
17:13:29     all   21.43    0.00    2.20    0.55    0.00    0.00    0.00    0.00    0.00   75.82
17:13:30     all   20.94    0.00    3.14    0.00    0.00    0.00    0.00    0.00    0.00   75.92
17:13:31     all   23.28    0.00    3.17    1.06    0.00    0.00    0.00    0.00    0.00   72.49
17:13:32     all   21.72    0.00    5.56    0.51    0.00    1.01    0.00    0.00    0.00   71.21
17:13:33     all   23.68    0.00    2.11    0.00    0.00    0.53    0.00    0.00    0.00   73.68
