procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 2333796   2168 786188    0    0   107  1678 3519 5743  6  2 80 12  0
 0  0      0 2333796   2168 786148    0    0     0  3752 9387 15921  4  2 70 24  0
 0  0      0 2333796   2168 786148    0    0     0  2972 9725 17173  2  3 77 19  0
 0  1      0 2333796   2168 786148    0    0     0  3712 10642 18724  3  2 74 21  0
 0  0      0 2333796   2168 786148    0    0     0  3104 9971 17497  6  2 74 19  0
 0  1      0 2328000   2168 786148    0    0     0  6940 9820 17467 11  2 69 18  0
 2  0      0 2326236   2168 786148    0    0     0  3232 10599 18767  2  1 76 21  0
 0  1      0 2324976   2168 786148    0    0     0  3092 10179 17925  3  3 75 19  0
 0  1      0 2323716   2168 786148    0    0     0  2696 9393 16755  3  3 77 17  0
 0  0      0 2322456   2168 786148    0    0     0  3156 10555 18785  3  2 75 21  0
 0  0      0 2321196   2168 786148    0    0     0  3264 10748 18950  3  4 73 20  0
 0  0      0 2319684   2168 786148    0    0     0  2688 9317 16591  4  2 77 17  0
 0  0      0 2318676   2168 786148    0    0     0  2764 9339 16767  2  3 78 17  0
 0  0      0 2316408   2168 786148    0    0     0  3776 10916 19215  3  2 74 21  0
 0  0      0 2315148   2168 786148    0    0     0  3156 9891 17335  3  5 74 19  0
 0  2      0 2321988   2168 799872    0    0     0 22116 8036 13411 20  7 55 19  0
 1  1      0 2283440   2168 788888    0    0     0 21648 8871 14720 15  7 59 20  0
 2  1      0 2283944   2168 788888    0    0     0  3292 11063 19466  3  3 73 21  0
 0  0      0 2284700   2168 788888    0    0     0  2748 9461 16823  2  3 78 18  0
 1  1      0 2284448   2168 788888    0    0     0  2940 9943 17493  2  1 78 19  0
 0  0      0 2284448   2168 788888    0    0     0  3388 10985 19422  6  2 71 21  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 2284196   2168 788888    0    0     0  3020 10166 18024  1  1 78 20  0
 0  1      0 2284196   2168 788888    0    0     0  2692 9426 16674  1  5 77 17  0
 1  1      0 2283944   2168 788888    0    0     0  3436 9950 17476  5  3 73 19  0
