procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1      0 2365252   2168 753796    0    0   134  1297 2575 4127  5  2 86  8  0
 0  0      0 2365004   2168 753760    0    0     0  3144 11428 18614  6  4 71 19  0
 0  1      0 2364500   2168 753760    0    0     0  2572 9502 15578  6  4 73 18  0
 0  0      0 2363996   2168 753760    0    0     0  2592 9728 16395  5  3 74 18  0
 0  0      0 2363492   2168 753760    0    0     0  2960 11226 18485  8  3 69 20  0
 1  0      0 2362736   2168 753760    0    0     0  2704 6689 10475  5  3 76 17  0
 1  1      0 2361980   2168 753760    0    0     0  2716 9751 16193  7  2 73 17  0
 0  1      0 2360720   2168 753760    0    0     0  4600 10438 17288  7  1 72 20  0
 0  0      0 2360216   2168 753760    0    0     0  2872 10565 17776  4  1 74 21  0
 0  0      0 2359964   2168 753760    0    0     0  2420 9178 15383  7  3 74 17  0
 0  0      0 2359460   2168 753760    0    0     0  4664 9996 16654  4  3 74 19  0
 1  0      0 2358956   2168 753760    0    0     0  3116 11541 19170  4  5 69 22  0
 0  0      0 2371552   2168 756736    0    0     0 42956 7320 10477 34  7 40 20  0
 0  1      0 2371552   2168 756736    0    0     0  2464 9359 15472  5  3 75 17  0
 0  0      0 2371552   2168 756736    0    0     0  2800 10198 16835  5  3 72 19  0
 0  0      0 2371552   2168 756740    0    0     0  3172 10244 16888  7  4 70 19  0
 0  0      0 2371552   2168 756740    0    0     0  2752 9059 14691  9  3 70 18  0
 1  1      0 2371552   2168 756740    0    0     0  4264 9996 16355  9  4 70 18  0
 0  0      0 2371552   2168 756740    0    0     0  2892 10476 17471 13  5 64 18  0
 0  1      0 2371552   2168 756740    0    0     0  2208 8660 14276  5  1 79 15  0
 2  0      0 2371552   2168 756740    0    0     0  2780 10665 17805  8  4 69 20  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 2371548   2168 756740    0    0     0  3056 11015 18275  8  3 69 21  0
 0  0      0 2371548   2168 756740    0    0     0  2332 9247 15003  9  2 73 15  0
 0  0      0 2371548   2168 756740    0    0     0  2508 9427 15879  7  3 73 17  0
 0  0      0 2371548   2168 756740    0    0     0  3000 10862 17988  6  1 72 21  0
 0  0      0 2371548   2168 756740    0    0     0  2668 8796 14658  4  3 77 15  0
 0  0      0 2371548   2168 756740    0    0     0  2752 9039 14629  5  2 75 18  0
 0  1      0 2371548   2168 756752    0    0     0  4288 10225 16920  8  2 72 19  0
 0  1      0 2371548   2168 756756    0    0     0  2728 10299 16799 10  1 71 18  0
 0  1      0 2371548   2168 756756    0    0     0  2428 9345 15611  6  4 74 17  0
 0  1      0 2371548   2168 756756    0    0     0  2620 9600 15944  4  2 76 19  0
 2  1      0 2371548   2168 756756    0    0     0  3316 12353 20250  9  3 65 22  0
 3  1      0 2371548   2168 756756    0    0     0  2412 9046 14967  5  3 75 16  0
 0  0      0 2371548   2168 756756    0    0     0  2400 9323 15538  5  1 77 17  0
 0  0      0 2371548   2168 756756    0    0     0  2800 10610 17678 11  4 67 18  0
 3  0      0 2371548   2168 756756    0    0     0  3168 10711 17593 11  4 66 18  0
 0  1      0 2371548   2168 756756    0    0     0  2644 9187 15315  6  5 73 17  0
 0  1      0 2371548   2168 756756    0    0     0  4284 9650 15775  7  2 73 18  0
 0  0      0 2371548   2168 756756    0    0     0  3048 11314 18440  7  2 70 21  0
 0  1      0 2371548   2168 756756    0    0     0  2276 8650 14272  6  1 78 16  0
 0  0      0 2371548   2168 756756    0    0     0  2640 9838 16450  4  2 75 19  0
 0  0      0 2371548   2168 756760    0    0     0  2888 10638 17535  3  2 75 21  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 2371548   2168 756764    0    0     0  2480 9267 15492 10  3 71 17  0
 0  1      0 2371548   2168 756764    0    0     0  2404 7510 11663  5  3 75 17  0
 0  0      0 2371548   2168 756768    0    0     0  3044 11417 19070  5  4 69 22  0
 2  1      0 2371548   2168 756768    0    0     0  3260 10412 17140  8  3 70 19  0
