procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 11312276   2168 1600316    0    0    33  3889 1559 1867 23  3 71  4  0
 2  0      0 11197920   2168 1601228    0    0     0 42716 7515  997 84 12  1  3  0
 1  0      0 11230792   2168 1582348    0    0     0 26732 3218 2008 65  5 29  2  0
 2  0      0 11324792   2168 1590444    0    0     0 33260 4463 1732 81  4 13  3  0
 2  0      0 11254748   2168 1607480    0    0     0 32244 8869 2394 85 11  1  3  0
 2  0      0 11236604   2168 1582024    0    0     0 27576 1992 1949 70  6 22  2  0
 1  0      0 11222672   2168 1582024    0    0     0 30576 1210 1226 60  3 36  2  0
 2  0      0 11212652   2168 1592580    0    0     0 26452 1399 1195 67  5 27  2  0
 2  0      0 11145808   2168 1610216    0    0     0 28216 7644 2114 83 12  2  4  0
 2  0      0 11309500   2168 1586368    0    0     0 34684 5362 1319 89  8  0  2  0
 1  0      0 11326020   2168 1578196    0    0     0 18536 2209 1632 58  5 35  2  0
 2  0      0 11313420   2168 1594972    0    0     0 31864 3615 1716 74  9 16  2  0
 2  0      0 11280548   2168 1584044    0    0     0 41012 5634 1516 82 12  3  4  0
 1  0      0 11254020   2168 1576700    0    0     0 23712 4728 1992 70  6 23  2  0
 1  1      0 11228316   2168 1576584    0    0     0 14992  830  723 61  4 33  1  0
 2  0      0 11229036   2168 1584816    0    0     0 23280 1145 1183 69  3 26  3  0
 1  1      0 11236920   2168 1590720    0    0     0 49908 7761 1867 82 12  3  4  0
 1  0      0 11228856   2168 1597140    0    0     0 26276 6460 1757 83  7  7  3  0
 1  0      0 11256688   2168 1569944    0    0     0 14932 1244 1563 65  2 33  1  0
 2  0      0 11214968   2168 1573112    0    0     0 25128 1008  975 60  3 36  2  0
 2  0      0 11241932   2168 1590272    0    0     0 36112 6396 1516 90  7  0  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 11212180   2168 1574392    0    0     0 31772 4103 1601 77  6 14  2  0
 1  0      0 11310160   2168 1574396    0    0     0 14888 1113  626 58  4 37  0  0
 2  0      0 11350348   2168 1586660    0    0     0 37212 4095 1230 84  7  7  2  0
 3  0      0 11359420   2168 1598084    0    0     0 23192 6215 1045 90  7  0  2  0
 2  0      0 11388164   2168 1572880    0    0     0 24172 1808 2394 69  5 25  2  0
 1  0      0 11365288   2168 1572880    0    0     0 22600 1115 1227 60  2 37  2  0
 2  0      0 11250456   2168 1584776    0    0     0 28316 2450 1167 72  6 20  3  0
 2  0      0 11143792   2168 1573144    0    0     0 38540 6723 1698 86 10  2  4  0
 1  0      0 11399120   2168 1555768    0    0     0 29708 5288 1758 77  8 11  5  0
 1  0      0 11348972   2168 1555768    0    0     0    52 1224 1750 47  4 48  0  0
 2  0      0 11524948   2168 1558392    0    0     0 38916 7225 1672 77 14  7  3  0
 0  0      0 11550412   2168 1546388    0    0     0 24512 5628 3204 36  6 56  3  0
 2  0      0 11663996   2168 1546388    0    0     0    20 2509 2104 15  4 81  1  0
 0  0      0 11628904   2168 1552880    0    0     0  5744 1553 2372 13  0 86  1  0
 0  0      0 11820808   2168 1557528    0    0     0  5424 3094 2320 23  3 73  1  0
 3  0      0 11799100   2168 1562212    0    0     0  6464 3120 4949 10  1 84  5  0
 0  0      0 11840004   2168 1568892    0    0     0  7820 5003 3993 26  5 63  5  0
 1  0      0 11838136   2168 1572040    0    0     0  3296 1666 2754  9  1 91  1  0
 1  0      0 11741464   2168 1573316    0    0     0  2220  743  845 49  2 49  1  0
 1  0      0 11724076   2168 1573316    0    0     0    28  595  579 61  0 39  1  0
