procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 13285884   2168 1511196    0    0    55   362  573  193 18  1 80  0  0
 1  1      0 13285264   2168 1511280    0    0     0 11988 5862 4321 62  4 11 24  0
 2  0      0 13285264   2168 1511284    0    0     0  2464 3966  896 88  1  0 12  0
 2  0      0 13285264   2168 1511288    0    0     0  3052 4668 1129 80  5  1 15  0
 2  0      0 13285264   2168 1511296    0    0     0  2788 3837 1101 82  3  1 15  0
 2  0      0 13276192   2168 1511300    0    0     0  2912 4202 1050 83  2  1 15  0
 2  0      0 13274932   2168 1511376    0    0    72  3220 4254 1052 81  4  1 15  0
 2  0      0 13273672   2168 1511380    0    0     0  3460 4460 1077 83  2  0 15  0
 1  1      0 13268884   2168 1511388    0    0     0  4240 4272 1124 81  7  1 13  0
 2  0      0 13266868   2168 1511396    0    0     0  3168 4461 1031 82  3  0 15  0
 3  0      0 13265356   2168 1511400    0    0     0  2660 4227  946 82  5  0 13  0
 2  0      0 13263340   2168 1511408    0    0     0  3068 4522 1090 82  3  0 15  0
 2  0      0 13261828   2168 1511416    0    0     0  2784 4241  950 84  3  0 13  0
 1  1      0 13253512   2168 1511420    0    0     0  3060 4580 1051 82  3  1 15  0
 1  1      0 13251748   2168 1511428    0    0     0  2776 4242  974 85  1  0 13  0
 2  0      0 13249732   2168 1511436    0    0     0  3120 4628 1068 83  3  0 15  0
 2  0      0 13247968   2168 1511444    0    0     0  2852 3908  927 86  2  0 13  0
 1  1      0 13245452   2168 1511448    0    0     0  3584 4618 1093 81  3  1 16  0
 2  0      0 13240412   2168 1511456    0    0     0  4404 3827  989 83  3  0 14  0
 1  1      0 13238396   2168 1511460    0    0     0  3352 4726 1170 80  3  0 17  0
 2  0      0 13236636   2168 1511468    0    0     0  2628 4169  954 82  5  0 13  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
