procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  1      0 5077232   2168 1582780    0    0    24  1018 1326  776 32  2 62  4  0
 1  1      0 5075720   2168 1582740    0    0     0  5472 5592 2682 67  2  4 26  0
 2  0      0 5074712   2168 1582748    0    0     0  2608 4455  919 84  4  0 12  0
 2  0      0 5070680   2168 1582756    0    0     0  3112 4783 1100 79  5  0 15  0
 2  0      0 5054300   2168 1582764    0    0     0  3340 5909 1149 79  6  0 16  0
 1  1      0 5039180   2168 1582768    0    0     0  2632 4723  957 85  2  0 13  0
 2  0      0 5037412   2168 1582776    0    0     0  3080 5207 1088 83  2  0 14  0
 1  1      0 5035396   2168 1582784    0    0     0  3148 5965 1494 82  2  1 15  0
 2  0      0 5077224   2168 1592520    0    0     0 11440 4528 1222 83  7  1 10  0
 2  0      0 5056056   2168 1594416    0    0     0 27816 8069 2465 81  8  2 10  0
 1  1      0 5020032   2168 1579896    0    0     0 35756 6189 3017 80 12  1  9  0
 1  1      0 5020028   2168 1579896    0    0     0  2668 5065  972 83  5  0 13  0
 2  0      0 5020032   2168 1579908    0    0     0  2920 5354 1036 81  5  1 14  0
 1  1      0 5019780   2168 1579916    0    0     0  2320 4418  868 87  3  0 11  0
 2  0      0 5018524   2168 1579924    0    0     0  3168 5646 1087 79  6  0 15  0
 2  0      0 5014240   2168 1579936    0    0     0  2508 4296  906 86  2  0 12  0
 2  0      0 5012980   2168 1579944    0    0     0  2988 5221 1075 81  4  0 14  0
 2  0      0 5011216   2168 1579948    0    0     0  2948 5551 1038 81  5  0 14  0
 2  0      0 5008948   2168 1579956    0    0     0  2632 4381  899 85  3  0 11  0
 2  0      0 5006928   2168 1579964    0    0     0  3712 5972 1114 82  2  1 17  0
 2  0      0 5003652   2168 1579972    0    0     0  4008 4649  903 84  4  0 12  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 5001888   2168 1579976    0    0     0  2708 4920  959 85  2  0 14  0
 1  1      0 5000656   2168 1579984    0    0     0  3264 5837 1119 79  5  1 16  0
 2  0      0 4950156   2168 1579984    0    0     0  2000 4256  814 88  2  0  9  0
 1  1      0 4948140   2168 1579996    0    0     0  2776 4508  942 84  3  0 12  0
 2  0      0 4945620   2168 1580004    0    0     0  3212 5825 1090 81  4  0 15  0
 2  0      0 4918404   2168 1580012    0    0     0  2336 4237  867 85  4  0 11  0
 2  0      0 4909836   2168 1580016    0    0     0  2312 4247  841 86  3  0 11  0
 2  0      0 4905804   2168 1580196    0    0     0  2664 4149  903 84  4  0 12  0
 2  0      0 4903536   2168 1580200    0    0     0  2924 4575  922 85  3  0 12  0
 1  1      0 4899756   2168 1580208    0    0     0  4740 5439 1065 81  3  0 15  0
 2  0      0 4898244   2168 1580216    0    0     0  2356 4549 1105 87  2  0 11  0
 2  0      0 4897236   2168 1580224    0    0     0  3008 5520 1013 81  4  0 14  0
 1  1      0 4896984   2168 1580232    0    0     0  2884 5190 1025 82  4  0 14  0
 2  0      0 4896984   2168 1580236    0    0     0  2676 4690  951 86  2  0 13  0
 2  0      0 4896984   2168 1580248    0    0     0  3476 6330 1205 76  7  0 17  0
 2  0      0 4896480   2168 1580252    0    0     0  2400 4668  872 85  4  0 12  0
 2  0      0 4895468   2168 1580260    0    0     0  3268 4804 1269 80  2  1 16  0
 2  0      0 4895216   2168 1580272    0    0     0  3188 5349 1063 81  4  0 14  0
 2  0      0 4895216   2168 1580276    0    0     0  3172 4069  948 83  4  0 13  0
 1  1      0 4895216   2168 1580284    0    0     0  4544 5380 1140 80  3  1 16  0
 2  0      0 4942592   2168 1583684    0    0     0 17788 4317 1290 82  6  1 11  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 4942592   2168 1583692    0    0     0  2804 5054  987 83  4  0 13  0
 1  1      0 4942592   2168 1583700    0    0     0  3108 5667 1057 80  6  0 15  0
 2  0      0 4942592   2168 1583712    0    0     0  2428 4629  898 87  1  0 12  0
 2  0      0 4942340   2168 1583720    0    0     0  3172 5618 1105 82  2  1 16  0
 2  0      0 4941336   2168 1583720    0    0     0  2788 4799 1001 84  3  0 14  0
 2  0      0 4940580   2168 1583732    0    0     0  2548 4556  909 85  3  0 12  0
 1  1      0 4939320   2168 1583740    0    0     0  3560 6011 1141 80  3  0 16  0
 2  0      0 4937808   2168 1583748    0    0     0  3168 4465  919 85  3  0 12  0
 3  0      0 4935288   2168 1583756    0    0     0  3776 4772  892 87  2  0 11  0
 2  0      0 4934280   2168 1583764    0    0     0  3136 5752 1084 82  3  0 15  0
 2  0      0 4933524   2168 1583768    0    0     0  2364 4375  870 86  3  1 11  0
 2  0      0 4932516   2168 1583776    0    0     0  3084 5261 1050 83  3  0 14  0
 1  1      0 4931508   2168 1583784    0    0     0  2932 5157  999 84  3  0 13  0
 2  0      0 4930752   2168 1583796    0    0     0  2536 4530  930 84  3  0 13  0
 2  0      0 4929744   2168 1583804    0    0     0  3352 6137 1138 80  3  0 16  0
 3  0      0 4928988   2168 1583812    0    0     0  2432 4693  894 86  3  0 12  0
 2  0      0 4927728   2168 1583816    0    0     0  3020 5192  969 85  2  0 13  0
 2  0      0 4926216   2168 1583824    0    0     0  4368 5410 1024 83  2  0 15  0
 1  1      0 4922688   2168 1583832    0    0     0  3548 4529 1376 86  2  0 11  0
 2  0      0 4920672   2168 1583840    0    0     0  3212 5644 1103 81  3  0 15  0
 1  1      0 4919160   2168 1583844    0    0     0  2640 4567  927 85  2  0 12  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 4917396   2168 1583852    0    0     0  2664 5160 1096 84  3  0 13  0
 2  0      0 4916136   2168 1583860    0    0     0  3204 5959 1126 77  7  0 16  0
 2  0      0 4915128   2168 1583868    0    0     0  2528 4599  931 87  1  1 12  0
 2  0      0 4914120   2168 1583876    0    0     0  3000 5370 1047 82  3  0 15  0
 2  0      0 4913364   2168 1583884    0    0     0  3024 5288 1028 82  4  0 14  0
 2  0      0 4911096   2168 1583896    0    0     0  2688 4443  958 83  5  0 12  0
 2  0      0 4909836   2168 1583912    0    0     0  3836 5779 1142 79  5  0 16  0
 1  1      0 4904544   2168 1583916    0    0     0  4304 4575  979 83  3  0 13  0
 2  0      0 4903788   2168 1583924    0    0     0  2532 4895  954 84  3  0 13  0
 2  0      0 4903788   2168 1583932    0    0     0  3272 5922 1104 79  5  0 16  0
 2  0      0 4903788   2168 1583936    0    0     0  2540 4479  939 84  4  0 12  0
 2  0      0 4958940   2168 1592760    0    0     0 17236 4879 1710 83  6  0 11  0
 2  0      0 4985180   2168 1586964    0    0     0  9952 6749 1464 80  5  1 15  0
 2  0      0 5016176   2168 1586972    0    0     0  2628 6784  934 83  5  0 12  0
 2  0      0 5041280   2168 1586980    0    0     0  2656 5164  938 86  3  0 12  0
 2  0      0 5040268   2168 1586988    0    0     0  3352 5750 1078 82  4  0 15  0
 1  1      0 4991372   2168 1586996    0    0     0  3308 4341  882 82  6  1 12  0
 2  0      0 4984568   2168 1587004    0    0     0  3876 5134  979 83  4  0 13  0
 2  0      0 4982552   2168 1587012    0    0     0  2972 5393 1051 80  6  0 14  0
 2  0      0 4977260   2168 1587020    0    0     0  2564 4586  938 86  1  1 12  0
 2  0      0 4974992   2168 1587028    0    0     0  3292 6071 1096 80  5  0 16  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 4970712   2168 1587036    0    0     0  2552 4375 1274 82  7  0 11  1
 2  0      0 4969956   2168 1587044    0    0     0  2932 5098 1030 83  2  0 15  0
 1  1      0 4968948   2168 1587052    0    0     0  3016 5437 1088 81  5  0 14  0
 2  0      0 4967436   2168 1587060    0    0     0  2392 4389  848 87  2  0 11  0
 2  0      0 4936880   2168 1587064    0    0     0  2644 4333  906 88  1  0 11  0
 2  0      0 4933604   2168 1587076    0    0     0  8560 5546 1174 81  4  0 15  0
 2  0      0 4914704   2168 1587084    0    0     0  3580 4148  885 85  4  1 11  0
 2  0      0 4908152   2168 1587092    0    0     0  2896 5280 1007 84  3  0 13  0
 2  0      0 4902104   2168 1587096    0    0     0  2636 4940  942 84  4  0 13  0
 2  0      0 4897848   2168 1587100    0    0     0  2208 3480  800 88  1  0 10  0
 2  0      0 4895104   2168 1587108    0    0     0  3072 5631 1072 81  5  0 14  0
 2  0      0 4893340   2168 1587120    0    0     0  2456 4613  901 85  3  0 12  0
 2  0      0 4891328   2168 1587128    0    0     0  3064 5692 1056 80  5  1 15  0
 2  0      0 4890320   2168 1587136    0    0     0  2744 5078  998 82  4  0 14  0
 2  0      0 4889312   2168 1587144    0    0     0  2592 4515  902 85  3  1 11  0
 1  1      0 4888052   2168 1587152    0    0     0  4144 5788 1096 82  3  0 15  0
 1  1      0 4886288   2168 1587156    0    0     0  3840 4673  931 85  2  0 13  0
 1  1      0 4885532   2168 1587164    0    0     0  2800 5104 1135 80  6  1 14  0
 1  1      0 4884524   2168 1587172    0    0     0  3144 5614 1123 82  2  0 17  0
 2  0      0 4883768   2168 1587180    0    0     0  2432 4434  904 87  1  0 12  0
 2  0      0 4882756   2168 1587188    0    0     0  3208 5473 1115 81  3  0 15  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 4881748   2168 1587192    0    0     0  2692 4887  952 84  3  0 13  0
 2  0      0 4880992   2168 1587200    0    0     0  2676 4448  945 84  3  0 13  0
 2  0      0 4925028   2168 1592172    0    0     0  6312 4563 1033 81  5  1 14  0
 2  0      0 4962348   2168 1590160    0    0     0 23424 5068 1710 84  6  2  9  0
 2  0      0 4967648   2168 1590168    0    0     0  3748 6115 1131 77  6  0 17  0
 1  1      0 5024388   2168 1590172    0    0     0  4080 6955  899 82  6  1 12  0
 2  0      0 5024388   2168 1590180    0    0     0  2260 4454  819 89  1  0 10  0
 2  0      0 5024388   2168 1590188    0    0     0  3456 5796 1172 78  5  1 17  0
 1  1      0 4989352   2168 1590196    0    0     0  2376 4264  870 83  7  0 10  0
 2  0      0 4987336   2168 1590200    0    0     0  2980 5032 1010 85  2  0 13  0
 1  1      0 4985320   2168 1590208    0    0     0  3008 5456 1050 84  2  0 14  0
 2  0      0 4983556   2168 1590216    0    0     0  2528 4566  938 85  3  0 12  0
 1  1      0 4981792   2168 1590224    0    0     0  3108 5634 1077 82  3  0 15  0
