procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 11270692   2168 1504580    0    0    37  2892 1480 1906 18  2 76  4  0
 0  0      0 11684068   2168 1506620    0    0     0  2512 3245 5352 12  5 80  4  0
 1  0      0 11684508   2168 1509272    0    0     0  3292 5764 8975 13  2 76  9  0
 1  0      0 11859048   2168 1513680    0    0     0  6356 4696 6089 22  6 65  7  0
 0  0      0 12008624   2168 1518184    0    0     0  6716 5779 8622 18  4 70  9  0
 0  0      0 12022260   2168 1522596    0    0     0  6240 4550 6099 17  5 70  8  0
 2  0      0 12039900   2168 1526408    0    0     0  5668 6080 7848 36  2 53  9  0
 2  0      0 11985208   2168 1526408    0    0     0  3648 2803 2118 58  3 25 14  0
 1  0      0 11867776   2168 1526408    0    0     0  1788 2444 1731 64  7 18 11  0
 1  1      0 11866516   2168 1526408    0    0     0  2280 2800 2194 59  3 24 13  0
 1  0      0 11865760   2168 1526408    0    0     0  8872 2433 1867 71  1 18 11  0
 2  0      0 11865004   2168 1526412    0    0     0  2256 3009 2199 60  2 24 14  0
 2  0      0 11817596   2168 1526412    0    0     0  1556 3294 3401 42  4 43 10  0
 0  0      0 11761020   2168 1540536    0    0     0  3368 5274 7510 34  5 51 10  0
 2  0      0 11594252   2168 1552432    0    0     0 20588 5064 7308 21  7 62 11  0
 2  0      0 11478380   2168 1558472    0    0     0 16480 5088 7455 33  5 51 11  0
 2  0      0 11466736   2168 1558472    0    0     0 17328 3128 2622 60  5 21 14  0
 2  0      0 11439020   2168 1564956    0    0     0 24296 1851 1527 69  3 22  5  0
 2  0      0 11474044   2168 1578544    0    0     0 18316 6090 1794 87  5  1  7  0
 1  1      0 11524584   2168 1575172    0    0     0 42064 6305 2088 82 11  2  6  0
 1  0      0 11475188   2168 1590104    0    0     0 36788 7972 3063 80 10  2  9  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 11479108   2168 1554184    0    0     0 31404 3129 2524 61  5 25  9  0
 2  0      0 11375024   2168 1560616    0    0     0 22216 2447 2353 62  4 27  7  0
 1  1      0 11374832   2168 1576348    0    0     0 25192 5831 2129 85  9  1  5  0
 2  0      0 11365256   2168 1563444    0    0     0 47412 7182 2595 82  9  3  6  0
 2  0      0 11373064   2168 1552740    0    0     0 30408 4838 2826 63  7 18 12  0
 2  0      0 11395992   2168 1560756    0    0     0 24264 2264 2756 63  6 28  4  0
 3  0      0 11364492   2168 1579692    0    0     0 25964 6730 1726 89  7  0  4  0
 2  0      0 11332572   2168 1579948    0    0     0 47556 6995 1395 80 12  3  5  0
 1  0      0 11356264   2168 1553112    0    0     0 29564 4066 2735 64  7 25  4  0
 3  0      0 11371132   2168 1562912    0    0     0 24640 2812 2282 67  6 22  4  0
 2  0      0 11337364   2168 1564372    0    0     0 40592 7121 1922 83 10  3  4  0
 2  0      0 11325960   2168 1565668    0    0     0 25572 7215 1850 91  6  1  3  0
 1  0      0 11335276   2168 1547744    0    0     0 35132 5109 2784 74  7 14  5  0
 1  0      0 11324380   2168 1547744    0    0     0 16676 3210 2864 58  5 32  5  0
 2  0      0 11375848   2168 1559140    0    0     0 30532 3320 2018 74  6 12  8  0
 2  0      0 11278072   2168 1586932    0    0     0 31224 7397 1999 82  8  1  8  0
 2  0      0 11259928   2168 1578000    0    0     0 40000 2775  960 85  6  1  8  0
 1  0      0 11290168   2168 1547656    0    0     0 24596 3347 2658 64  4 26  5  0
 2  0      0 11294960   2168 1558660    0    0     0 26872 2771 2761 68  5 20  7  0
 2  0      0 11305036   2168 1580112    0    0     0 29780 7113 1999 81 10  1  9  0
 2  0      0 11286220   2168 1567096    0    0     0 45228 6527 2355 82  8  4  6  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 11340596   2168 1545608    0    0     0 34144 5884 2558 71  8 15  7  0
 2  0      0 11328528   2168 1543572    0    0     0 16356 2589 2636 58  4 34  4  0
 2  0      0 11358332   2168 1553132    0    0     0 34748 3005 1745 79  4 12  5  0
 2  0      0 11338772   2168 1579156    0    0     0 27036 8288 1722 86  8  1  5  0
 1  0      0 11398500   2168 1556576    0    0     0 42968 5591 3527 75  6 11  8  0
 1  0      0 11422188   2168 1543764    0    0     0 18064 3173 2104 63  1 24 12  0
 2  0      0 11421012   2168 1558996    0    0     0 31312 3698 2012 74  7 11  8  0
 2  0      0 11413824   2168 1561424    0    0     0 38960 5918 2190 80 11  2  6  0
 3  0      0 11307984   2168 1592880    0    0     0 31660 6458 2136 81 10  2  8  0
 2  0      0 11325232   2168 1546580    0    0     0 24972 2559 2085 68  5 20  8  0
 2  0      0 11319772   2168 1544520    0    0     0 16180 2517 2553 59  3 33  6  0
 3  0      0 11326828   2168 1567528    0    0     0 38548 3874 1987 83  5  7  5  0
 2  1      0 11340580   2168 1547852    0    0     0 41440 7281 1936 81 11  1  7  0
 3  0      0 11323300   2168 1574120    0    0     0 27960 5637 2640 81  7  6  7  0
