Linux 6.1.166-197.305.amzn2023.x86_64 (ip-172-31-40-165.ec2.internal) 	04/21/26 	_x86_64_	(2 CPU)

17:15:10     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:15:11     all   17.50    0.00    2.00    0.50    0.00    2.00    0.00    0.00    0.00   78.00
17:15:12     all   96.50    0.00    1.00    1.00    0.00    1.50    0.00    0.00    0.00    0.00
17:15:13     all   90.55    0.00    6.97    0.50    0.00    1.49    0.00    0.00    0.00    0.50
17:15:14     all   91.04    0.00    4.98    0.00    0.00    2.99    0.00    0.00    0.00    1.00
17:15:15     all   93.00    0.00    3.00    0.50    0.00    2.50    0.00    0.00    0.00    1.00
17:15:16     all   92.93    0.00    3.54    0.00    0.00    1.52    0.00    0.00    0.00    2.02
17:15:17     all   91.50    0.00    3.50    0.00    0.00    5.00    0.00    0.00    0.00    0.00
17:15:18     all   96.48    0.00    0.00    0.00    0.00    3.02    0.00    0.00    0.00    0.50
17:15:19     all   91.00    0.00    4.00    0.50    0.00    4.50    0.00    0.00    0.00    0.00
17:15:20     all   91.46    0.00    2.51    0.00    0.00    5.03    0.00    0.00    0.00    1.01
17:15:21     all   94.06    0.00    1.49    0.50    0.00    2.97    0.00    0.00    0.00    0.99
17:15:22     all   94.00    0.00    1.00    1.00    0.00    2.50    0.00    0.00    0.00    1.50
17:15:23     all   94.47    0.00    1.01    0.00    0.00    4.02    0.00    0.00    0.00    0.50
17:15:24     all   91.37    0.00    4.06    0.00    0.00    3.55    0.00    0.00    0.00    1.02
17:15:25     all   94.06    0.00    2.48    0.99    0.00    1.98    0.00    0.00    0.00    0.50
17:15:26     all   94.50    0.00    2.50    0.00    0.00    2.50    0.00    0.00    0.00    0.50
17:15:27     all   97.49    0.00    0.00    0.00    0.00    2.01    0.50    0.00    0.00    0.00
17:15:28     all   92.04    0.00    2.49    0.00    0.00    4.48    0.00    0.00    0.00    1.00
17:15:29     all   91.41    0.00    3.03    0.51    0.00    4.04    0.00    0.00    0.00    1.01
17:15:30     all   95.98    0.00    3.02    0.00    0.00    1.01    0.00    0.00    0.00    0.00
17:15:31     all   94.53    0.00    2.99    1.00    0.00    1.49    0.00    0.00    0.00    0.00
17:15:32     all   89.00    0.00    4.00    0.50    0.00    6.00    0.00    0.00    0.00    0.50
17:15:33     all   92.00    0.00    3.00    0.00    0.00    4.00    0.00    0.00    0.00    1.00
17:15:34     all   92.93    0.00    3.03    0.51    0.00    2.53    0.00    0.00    0.00    1.01
17:15:35     all   91.92    0.00    3.03    0.00    0.00    3.54    0.00    0.00    0.00    1.52
17:15:36     all   94.06    0.00    1.98    0.50    0.00    2.97    0.00    0.00    0.00    0.50
17:15:37     all   94.42    0.00    3.55    0.00    0.00    1.52    0.00    0.00    0.00    0.51
17:15:38     all   93.00    0.00    3.00    0.00    0.00    3.00    0.00    0.00    0.00    1.00
17:15:39     all   96.52    0.00    0.50    0.00    0.00    2.49    0.00    0.00    0.00    0.50
17:15:40     all   96.04    0.00    0.99    0.50    0.00    1.98    0.00    0.00    0.00    0.50
17:15:41     all   91.41    0.00    1.52    0.51    0.00    4.55    0.00    0.00    0.00    2.02
17:15:42     all   90.45    0.00    2.51    1.51    0.00    5.03    0.00    0.00    0.00    0.50
17:15:43     all   91.96    0.00    2.01    0.00    0.00    4.52    0.00    0.00    0.00    1.51
17:15:44     all   95.98    0.00    3.02    0.00    0.00    1.01    0.00    0.00    0.00    0.00
17:15:45     all   94.39    0.00    0.51    0.00    0.00    5.10    0.00    0.00    0.00    0.00
17:15:46     all   94.97    0.00    2.01    0.50    0.00    1.51    0.00    0.00    0.00    1.01
17:15:47     all   93.50    0.00    1.00    0.00    0.00    4.50    0.00    0.00    0.00    1.00
17:15:48     all   94.97    0.00    2.01    0.00    0.00    2.51    0.00    0.00    0.00    0.50
17:15:49     all   96.02    0.00    1.49    0.50    0.00    1.99    0.00    0.00    0.00    0.00
17:15:50     all   91.50    0.00    2.50    0.50    0.00    4.00    0.00    0.00    0.00    1.50
17:15:51     all   92.89    0.00    1.52    0.00    0.00    3.55    0.00    0.00    0.00    2.03
17:15:52     all   94.50    0.00    0.50    1.50    0.00    1.50    0.00    0.00    0.00    2.00
17:15:53     all   93.88    0.00    3.06    0.00    0.00    2.55    0.00    0.00    0.00    0.51
17:15:54     all   92.46    0.00    3.02    0.00    0.00    4.52    0.00    0.00    0.00    0.00
17:15:55     all   93.00    0.00    3.50    0.00    0.00    2.50    0.00    0.00    0.00    1.00
17:15:56     all   92.93    0.00    3.54    0.51    0.00    2.53    0.00    0.00    0.00    0.51
17:15:57     all   92.04    0.00    1.49    0.00    0.00    5.47    0.00    0.00    0.00    1.00
