procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 5712440   2168 1375728    0    0    24  1032 1807  603  5  1 89  5  0
 1  1      0 5712440   2168 1375692    0    0     0  4600 12093 19902  7  6 63 23  0
 0  0      0 5707400   2168 1375692    0    0     0  5272 13844 19461 41  6 30 23  0
 0  1      0 5745156   2168 1386688    0    0     0 35260 9610 12137 55  5 20 20  0
 1  1      0 5733616   2168 1378600    0    0     0 14612 11968 18340 31  4 48 18  0
 0  0      0 5731348   2168 1378600    0    0     0 14248 13446 20784 31  3 45 21  0
 2  1      0 5731348   2168 1378600    0    0     0  2652 7426 11672  9  3 76 13  0
 0  1      0 5731348   2168 1378600    0    0     0  3816 11812 18621 10  4 67 19  0
 3  0      0 5731348   2168 1378600    0    0     0  4988 14284 21864 21  5 52 22  0
 0  1      0 5731348   2168 1378600    0    0     0  3880 12128 19133 16  5 61 18  0
 0  0      0 5731348   2168 1378600    0    0     0  4392 13520 21082 12  5 61 23  0
 1  1      0 5731348   2168 1378600    0    0     0  4648 14454 22168 25  6 49 20  0
 0  0      0 5731348   2168 1378600    0    0     0  3908 10327 15048 15  5 61 20  0
 0  0      0 5731348   2168 1378600    0    0     0  4612 12958 20263 14  6 59 21  0
 0  0      0 5731348   2168 1378600    0    0     0  4628 10390 14699 15  3 58 24  0
 3  0      0 5731348   2168 1378604    0    0     0  5532 12409 19662 20  5 58 17  0
 0  1      0 5731348   2168 1378604    0    0     0  4588 13984 21639 25  3 52 21  0
 0  0      0 5731348   2168 1378604    0    0     0  4180 12724 19769 17  4 61 19  0
 3  0      0 5731348   2168 1378604    0    0     0  3964 12400 19521 16  6 60 19  0
 0  1      0 5731096   2168 1378604    0    0     0  5052 14365 21950 19  3 56 22  0
 3  0      0 5729836   2168 1378604    0    0     0  4056 12935 20204 15  6 59 20  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 5728072   2168 1378604    0    0     0  4112 12997 20334 20  3 57 20  0
 0  1      0 5726812   2168 1378604    0    0     0  4720 14997 23323 18  6 54 22  0
 0  1      0 5725804   2168 1378604    0    0     0  4048 11963 18698 13  2 65 21  0
 1  1      0 5724544   2168 1378604    0    0     0  4536 12557 19029 16  3 59 22  0
 0  1      0 5717740   2168 1378608    0    0     0  6204 12893 19577 13  5 58 24  0
 0  0      0 5715976   2168 1378608    0    0     0  3876 11178 17170 15  4 61 20  0
 0  0      0 5714716   2168 1378608    0    0     0  4484 11893 17358 15  7 54 24  0
 0  1      0 5712700   2168 1378612    0    0     0  4436 13538 20944 18  5 56 20  0
 0  0      0 5710684   2168 1378612    0    0     0  3752 11788 18560 22  4 57 17  0
 0  1      0 5748988   2168 1381748    0    0     0 40864 11069 13520 51 10 16 23  0
 0  0      0 5748988   2168 1381732    0    0     0  2864 9244 14887 10  4 73 13  0
 0  0      0 5748988   2168 1381736    0    0     0  3668 11673 18502  6  4 70 20  0
 0  0      0 5747976   2168 1381736    0    0     0  5024 14556 22459 17  5 54 23  0
 0  0      0 5746716   2168 1381736    0    0     0  3256 9849 15988 14  4 68 14  0
 0  0      0 5734368   2168 1381736    0    0     0  4292 8237 13148 12  1 74 13  0
 0  0      0 5734368   2168 1381736    0    0     0  5308 15148 23378 16  6 53 25  0
 2  1      0 5734368   2168 1381736    0    0     0  4684 13081 20581 16  6 57 21  0
 0  0      0 5734372   2168 1381736    0    0     0  4208 12140 19180 18  4 60 19  0
 1  1      0 5734372   2168 1381736    0    0     0  4776 13475 20969 15  3 59 23  0
 0  0      0 5734372   2168 1381736    0    0     0  3892 8005 10473 14  2 61 23  0
 4  0      0 5734372   2168 1381740    0    0     0  4156 11864 18039 14  3 61 22  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 5734372   2168 1381744    0    0     0  4588 14071 21566 18  6 55 21  0
 0  1      0 5734372   2168 1381748    0    0     0  4080 12121 19007 14  5 62 19  0
 0  0      0 5734372   2168 1381748    0    0     0  4372 12916 20179 15  5 60 20  0
 3  0      0 5734372   2168 1381748    0    0     0  6124 13662 21004 20  5 55 21  0
 0  1      0 5734372   2168 1381748    0    0     0  3920 12244 19190 13  6 61 19  0
 1  0      0 5734376   2168 1381748    0    0     0  4420 13655 21163 16  6 57 21  0
 3  0      0 5734376   2168 1381748    0    0     0  4296 13055 20472 13  4 62 21  0
 0  0      0 5733872   2168 1381748    0    0     0  4092 11996 18909 15  4 62 19  0
 0  0      0 5732612   2168 1381748    0    0     0  4912 14891 22730 22  7 49 22  0
 3  1      0 5730848   2168 1381748    0    0     0  3832 11912 18946 18  4 60 18  0
 1  1      0 5728580   2168 1381748    0    0     0  4316 13618 21481 18  4 58 21  0
 1  1      0 5726060   2168 1381748    0    0     0  4620 11870 17750 15  5 58 22  0
 3  0      0 5724044   2168 1381748    0    0     0  4016 12242 19301 14  3 64 19  0
 0  1      0 5718752   2168 1381752    0    0     0  5924 11951 18139 19  4 57 20  0
 0  0      0 5716484   2168 1381752    0    0     0  4388 13662 21350 15  8 57 21  0
 0  0      0 5716708   2168 1384864    0    0     0 42964 9171 11168 48  9 21 21  0
 0  0      0 5716732   2168 1384716    0    0     0  4800 14555 22384 22  8 50 20  0
 0  0      0 5716732   2168 1384716    0    0     0  3808 12337 19409 13  5 64 18  0
 1  1      0 5716732   2168 1384716    0    0     0  4052 12730 19856 16  3 62 20  0
 3  0      0 5716736   2168 1384716    0    0     0  3660 11251 17733 10  7 65 18  0
 0  0      0 5716736   2168 1384716    0    0     0  2896 9255 14945 12  3 72 14  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 5716736   2168 1384716    0    0     0  4624 13623 21312 17  6 56 21  0
 2  1      0 5713968   2168 1384716    0    0     0  4768 14303 22240 22  6 53 20  0
 3  0      0 5710692   2168 1384720    0    0     0  5348 11733 18423 17  7 60 17  0
 0  0      0 5709432   2168 1384720    0    0     0  4304 13438 20903 14  5 60 21  0
 3  0      0 5708424   2168 1384720    0    0     0  4324 13312 20764 18  5 57 21  0
 3  1      0 5707416   2168 1384724    0    0     0  3796 11955 19015 11  2 68 20  0
 0  0      0 5707416   2168 1384724    0    0     0  4808 15158 23245 24  4 50 22  0
 3  0      0 5707416   2168 1384724    0    0     0  3816 12027 19001 16  6 61 18  0
 0  1      0 5707416   2168 1384724    0    0     0  4216 13010 20426 10  3 65 22  0
 3  0      0 5707416   2168 1384724    0    0     0  4236 13071 20486 18  5 57 19  0
 0  0      0 5707164   2168 1384724    0    0     0  3732 10832 16851 16 11 58 16  0
 3  0      0 5707164   2168 1384724    0    0     0  4800 14126 22151 17  4 56 23  0
 0  0      0 5698344   2168 1384724    0    0     0  5144 10952 17252 19  3 61 18  0
 0  0      0 5696328   2168 1384724    0    0     0  4388 13540 21144 12  5 61 22  0
 0  1      0 5694312   2168 1384724    0    0     0  3964 12473 19756 18  3 60 19  0
 0  0      0 5692296   2168 1384724    0    0     0  8224 7650 10076 17  3 58 21  0
 2  0      0 5690536   2168 1384724    0    0     0  4220 12653 19993 13  3 63 21  0
 0  1      0 5688772   2168 1384724    0    0     0  3328 10960 17329 14  3 67 17  0
 2  1      0 5686504   2168 1384728    0    0     0  4448 13688 21570 19  5 54 21  0
 0  0      0 5683732   2168 1384728    0    0     0  3256 10631 16978  9  2 72 18  0
 2  0      0 5673148   2168 1384728    0    0     0  4804 14665 22800 19 10 51 21  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 5671132   2168 1384732    0    0     0  3852 11619 18484 14  4 64 19  0
 2  0      0 5709688   2168 1390616    0    0     0 10752 11440 17225 29  6 46 19  0
 0  1      0 5711704   2168 1387552    0    0     0 30480 12423 17597 37  9 32 22  0
 0  0      0 5710696   2168 1387556    0    0     0  3388 11233 17847  9  2 71 18  0
 0  0      0 5709436   2168 1387556    0    0     0  4776 15005 23204 17  5 54 24  0
 1  1      0 5708680   2168 1387556    0    0     0  3652 11585 18096 16  6 62 17  0
 3  0      0 5707672   2168 1387556    0    0     0  2988 9742 15720 10  0 74 16  0
 1  1      0 5706916   2168 1387556    0    0     0  3268 9844 15744  7  3 75 15  0
 0  0      0 5705908   2168 1387556    0    0     0  3672 11378 18156 10  3 68 19  0
 0  0      0 5704648   2168 1387556    0    0     0  3528 8735 12882 16  4 63 17  0
 0  0      0 5703892   2168 1387556    0    0     0  3808 10822 16755 16  3 63 19  0
 0  0      0 5702128   2168 1387560    0    0     0  5528 12043 19032 11  5 64 20  0
 2  1      0 5701372   2168 1387560    0    0     0  3220 10197 16380 10  4 70 16  0
 2  0      0 5700828   2168 1387560    0    0     0  3364 10121 15670 15  3 64 18  0
 0  0      0 5700868   2168 1387560    0    0     0  4488 11624 17062 18  4 54 23  0
 3  0      0 5700868   2168 1387560    0    0     0  3416 11192 17648 13  5 65 17  0
 0  0      0 5700868   2168 1387560    0    0     0  4540 14152 22003 17  3 58 22  0
 0  0      0 5700868   2168 1387560    0    0     0  3832 11457 17580 10  5 65 21  0
 0  0      0 5700868   2168 1387560    0    0     0  3788 8378 11531 13  2 63 22  0
 1  1      0 5700868   2168 1387560    0    0     0  4104 12215 19351  9  6 65 19  0
 0  0      0 5700868   2168 1387560    0    0     0  3740 11457 18226 12  7 64 18  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1      0 5697340   2168 1387564    0    0     0  6260 13322 20610 24  5 50 21  0
 0  1      0 5696584   2168 1387564    0    0     0  3688 11937 19185 14  5 63 18  0
 0  1      0 5695324   2168 1387568    0    0     0  4324 13103 20568 15  5 59 21  0
 1  1      0 5693812   2168 1387568    0    0     0  3768 9506 13821 16  5 58 20  0
 3  0      0 5691796   2168 1387568    0    0     0  4060 11816 18735  9  3 68 20  0
 0  0      0 5689780   2168 1387568    0    0     0  4124 12472 19680 17  5 59 19  0
 0  0      0 5688016   2168 1387568    0    0     0  3632 11757 18596 11  4 66 19  0
 2  1      0 5680204   2168 1387568    0    0     0  4516 14012 21931 20  7 53 20  0
 0  1      0 5678440   2168 1387568    0    0     0  3536 10736 17058 15  5 65 16  0
 0  0      0 5675920   2168 1387568    0    0     0  4616 13412 20766 15  5 58 21  0
 2  0      0 5711200   2168 1393636    0    0     0 10480 10260 15279 33  2 47 18  0
 0  0      0 5721780   2168 1390472    0    0     0 30408 10172 12636 38  6 30 26  0
 3  1      0 5720772   2168 1390476    0    0     0  3836 12663 20080 17  3 62 18  0
 0  0      0 5719764   2168 1390476    0    0     0  4020 12640 19825 17  6 58 18  0
 0  0      0 5718756   2168 1390476    0    0     0  4440 13557 21159 17  3 59 21  0
 2  0      0 5718000   2168 1390476    0    0     0  2340 7636 12450  7  5 77 12  0
 0  0      0 5716992   2168 1390480    0    0     0  3800 10209 16789  8  4 70 18  0
