procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 13269888   2168 1527964    0    0    52   477  651  216 21  1 77  1  0
 2  0      0 13268124   2168 1527908    0    0     0  4248 4924 2765 75  5  3 18  0
 1  1      0 13265856   2168 1527916    0    0     0  4152 4439  945 82  6  1 12  0
 2  0      0 13263840   2168 1527924    0    0     0  2468 4358  894 86  3  0 12  0
 2  0      0 13262328   2168 1527932    0    0     0  2188 4223  834 85  4  1 11  0
 2  0      0 13246452   2168 1527940    0    0     0  2568 4692  948 83  4  0 13  0
 2  0      0 13242420   2168 1527948    0    0     0  2228 3935  812 87  3  0 10  0
 2  0      0 13230320   2168 1527952    0    0     0  2792 4594  982 83  4  0 13  0
 2  0      0 13229060   2168 1527952    0    0     0  2156 3737  848 87  3  0 10  0
 2  0      0 13272396   2168 1533796    0    0     0  7444 4490 1334 83  5  0 11  0
 2  0      0 13251508   2168 1541508    0    0     0 29016 6355 2269 82  9  1  8  0
 2  0      0 13244452   2168 1530868    0    0     0 13768 5180 1323 81  6  1 12  0
 2  0      0 13240672   2168 1530876    0    0     0  3676 4006  826 82  8  0 10  0
 2  0      0 13239916   2168 1530884    0    0     0  2752 5142  993 82  4  0 14  0
 2  0      0 13239160   2168 1530892    0    0     0  1968 3644  768 89  2  0  9  0
 2  0      0 13238404   2168 1530904    0    0     0  2748 5264  968 85  3  0 13  0
 2  0      0 13227568   2168 1530912    0    0     0  1960 3683  780 85  5  0 10  0
 2  0      0 13226812   2168 1530924    0    0     0  2476 4776  914 84  4  1 12  0
 2  0      0 13226056   2168 1530928    0    0     0  2272 4033  877 87  3  0 11  0
 2  0      0 13225300   2168 1530940    0    0     0  2672 4695  953 81  6  0 13  0
 3  0      0 13224288   2168 1530944    0    0     0  2488 4114  843 85  5  0 10  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 13223276   2168 1530956    0    0     0  2668 4329  859 86  3  0 11  0
 3  0      0 13221764   2168 1530960    0    0     0  4012 4302 1007 85  2  1 13  0
 3  0      0 13221008   2168 1530972    0    0     0  2412 3838  930 85  3  1 12  0
 3  0      0 13220252   2168 1530980    0    0     0  2692 4486  987 84  3  0 12  0
 2  1      0 13219496   2168 1530988    0    0     0  2104 3738  788 85  5  0 10  0
 3  0      0 13218488   2168 1530996    0    0     0  2680 4699  980 83  4  0 12  0
 2  0      0 13217984   2168 1531004    0    0     0  2080 3944  826 87  3  0 10  0
 2  0      0 13216984   2168 1531016    0    0     0  2816 5040  990 80  7  0 13  0
 2  0      0 13216480   2168 1531024    0    0     0  1888 3665  744 90  2  0  9  0
 2  0      0 13215472   2168 1531032    0    0     0  2940 5187 1233 82  5  1 13  0
 2  0      0 13214464   2168 1531040    0    0     0  2388 3587  796 87  3  1  9  0
 2  0      0 13204824   2168 1531048    0    0     0  4596 4666 1025 80  5  0 15  0
 3  0      0 13203816   2168 1531052    0    0     0  1940 3547  780 88  2  1 10  0
 2  0      0 13198776   2168 1531064    0    0     0  2592 5265 1219 83  4  1 12  0
 2  0      0 13198020   2168 1531068    0    0     0  2016 3474  815 88  2  0 10  0
 2  0      0 13196508   2168 1531076    0    0     0  2808 4990  989 83  4  0 14  0
 2  0      0 13195500   2168 1531084    0    0     0  1732 3166  725 89  3  0  8  0
 2  0      0 13192980   2168 1531092    0    0     0  2936 4855 1002 83  3  1 14  0
 3  0      0 13152092   2168 1531100    0    0     0  1684 3605  723 87  5  0  8  0
 2  0      0 13150328   2168 1531108    0    0     0  2564 4381  882 86  3  0 11  0
 2  0      0 13148312   2168 1531112    0    0     0  2700 4279  858 88  2  0 11  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 13144280   2168 1531132    0    0     0  4148 4530  892 86  2  0 12  0
 1  1      0 13107236   2168 1531140    0    0     0  2164 3899  823 85  6  0 10  0
 2  0      0 13105472   2168 1531152    0    0     0  2488 4350  889 85  3  0 12  0
 2  0      0 13103924   2168 1531284    0    0   128  1836 3444  742 88  3  0  9  0
 1  1      0 13102412   2168 1531292    0    0     0  2364 4092  840 83  6  0 11  0
 2  0      0 13099892   2168 1533976    0    0     0  4688 3578  889 86  4  0  9  0
 2  0      0 13155080   2168 1535472    0    0     0 17528 4466 1513 85  6  2  8  0
 2  0      0 13143648   2168 1529068    0    0     0 31636 6741 1980 84  7  1  8  0
 2  0      0 13142988   2168 1528680    0    0     0  8096 5025 1090 83  4  0 12  0
 2  0      0 13141980   2168 1528684    0    0     0  2440 3843  837 87  2  0 10  0
 3  0      0 13139712   2168 1528692    0    0     0  4224 4726  946 83  4  1 13  0
 1  1      0 13138956   2168 1528700    0    0     0  2104 3842  837 85  5  0 10  0
 2  0      0 13137948   2168 1528708    0    0     0  2816 4920 1001 82  5  0 13  0
 1  1      0 13137444   2168 1528720    0    0     0  2036 4009  811 87  4  0 10  0
 2  0      0 13136436   2168 1528732    0    0     0  2564 4944  938 82  5  0 13  0
 2  0      0 13135932   2168 1528736    0    0     0  2132 3947  828 87  3  0 10  0
 1  1      0 13134924   2168 1528748    0    0     0  2552 4642  950 84  4  0 12  0
 2  0      0 13136436   2168 1528752    0    0     0  2140 4350  830 86  3  0 11  0
 2  0      0 13135680   2168 1528760    0    0     0  2620 4422  895 85  4  0 12  0
 3  0      0 13134672   2168 1528768    0    0     0  2576 4182 1007 87  2  1 10  0
 2  0      0 13132912   2168 1528776    0    0     0  4240 4303 1331 83  4  0 13  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 13144500   2168 1528788    0    0     0  2488 4665  922 85  3  0 12  0
 1  1      0 13143492   2168 1528796    0    0     0  2236 4115  819 85  4  0 11  0
 2  0      0 13142736   2168 1528804    0    0     0  2544 4643  965 86  2  1 13  0
 2  0      0 13141728   2168 1528812    0    0     0  2140 4120  802 85  4  1 10  0
 2  0      0 13140972   2168 1528820    0    0     0  2636 4730  950 84  3  0 13  0
 1  1      0 13139964   2168 1528832    0    0     0  2004 3802  794 86  4  0  9  0
 2  0      0 13138956   2168 1528844    0    0     0  2712 4955  965 82  5  0 13  0
 2  0      0 13138200   2168 1528848    0    0     0  2156 3740  808 89  2  0 10  0
 2  0      0 13136688   2168 1528860    0    0     0  3200 5090 1016 84  2  0 14  0
 1  1      0 13135176   2168 1528868    0    0     0  3468 3728  766 89  2  0  9  0
 2  0      0 13133916   2168 1528880    0    0     0  2760 4875  980 83  4  0 13  0
 2  0      0 13132908   2168 1528888    0    0     0  1964 3556  771 86  5  0 10  0
 1  1      0 13131900   2168 1528896    0    0     0  2884 5070 1023 80  5  0 15  0
 2  0      0 13130892   2168 1528904    0    0     0  2152 3744  787 87  3  0 10  0
 2  0      0 13130388   2168 1528912    0    0     0  2912 5146 1053 82  3  0 14  0
 2  0      0 13129128   2168 1528916    0    0     0  1948 3720  771 85  6  0  9  0
 2  0      0 13126860   2168 1528928    0    0     0  2748 4824  960 82  4  0 13  0
 2  0      0 13124844   2168 1528936    0    0     0  2224 3572  830 88  2  0 10  0
 2  0      0 13122324   2168 1528948    0    0     0  3176 5102  995 84  2  0 14  0
 1  1      0 13119552   2168 1528952    0    0     0  3652 3730  796 86  3  0 11  0
 2  0      0 13117536   2168 1528964    0    0     0  2664 4875  976 84  4  0 13  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 13112496   2168 1528976    0    0     0  2040 3960 1407 82  9  0  8  0
 1  1      0 13112244   2168 1528988    0    0     0  2588 4558  951 84  3  0 12  0
 2  0      0 13146768   2168 1532392    0    0     0 20876 3738 1489 86  4  1  9  0
 2  0      0 13145760   2168 1532400    0    0     0  2812 5410 1449 81  5  1 14  0
 2  0      0 13145256   2168 1532416    0    0     0  2044 3815  831 87  4  0 10  0
 2  0      0 13144248   2168 1532424    0    0     0  5480 4899 1029 81  6  0 13  0
 2  0      0 13142484   2168 1532436    0    0     0  2324 3820  828 87  3  0 10  0
 2  0      0 13141476   2168 1532444    0    0     0  2856 4502  889 85  4  0 11  0
 2  0      0 13140216   2168 1532452    0    0     0  4052 3939  881 84  4  0 11  0
 2  0      0 13139460   2168 1532460    0    0     0  2520 4461  921 85  3  0 12  0
 2  0      0 13138704   2168 1532468    0    0     0  2268 4247  868 86  3  0 11  0
 2  0      0 13138200   2168 1532480    0    0     0  2500 4404  893 86  3  0 11  0
