Linux 6.1.166-197.305.amzn2023.x86_64 (ip-172-31-43-57.ec2.internal) 	04/21/26 	_x86_64_	(2 CPU)

17:47:32     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:47:33     all    7.69    0.00    2.05   11.28    0.00    2.56    0.00    0.00    0.00   76.41
17:47:34     all    9.50    0.00    4.50   15.50    0.00    1.00    0.00    0.00    0.00   69.50
17:47:35     all   14.43    0.00    3.61   21.65    0.00    0.52    0.00    0.00    0.00   59.79
17:47:36     all   14.50    0.00    4.00   17.50    0.00    0.00    0.00    0.00    0.00   64.00
17:47:37     all   14.15    0.00    3.90   15.61    0.00    1.95    0.00    0.00    0.00   64.39
17:47:38     all   18.18    0.00    4.04   23.23    0.00    1.01    0.00    0.00    0.00   53.54
17:47:39     all   10.88    0.00    3.63   14.51    0.00    0.52    0.00    0.00    0.00   70.47
17:47:40     all   14.57    0.00    3.52   22.61    0.00    0.50    0.00    0.00    0.00   58.79
17:47:41     all   19.42    0.00    2.91   20.39    0.00    0.97    0.00    0.00    0.00   56.31
17:47:42     all   13.33    0.00    1.54   17.44    0.00    0.51    0.00    0.00    0.00   67.18
17:47:43     all   19.90    0.00    3.98   23.38    0.00    0.50    0.00    0.00    0.00   52.24
17:47:44     all    8.96    0.00    4.98   14.93    0.00    1.99    0.00    0.00    0.00   69.15
17:47:45     all   15.10    0.00    5.73   20.31    0.00    1.04    0.00    0.00    0.00   57.81
17:47:46     all   11.70    0.00    2.66   21.28    0.00    1.60    0.00    0.00    0.00   62.77
17:47:47     all    8.56    0.00    2.14   17.11    0.00    0.00    0.00    0.00    0.00   72.19
17:47:48     all   13.51    0.00    4.32   22.70    0.00    0.00    0.00    0.00    0.00   59.46
17:47:49     all   12.38    0.00    3.47   16.34    0.00    0.99    0.00    0.00    0.00   66.83
17:47:50     all   11.70    0.00    2.13   18.62    0.00    1.06    0.00    0.00    0.00   66.49
17:47:51     all   18.91    0.00    3.48   19.90    0.00    1.99    0.00    0.00    0.00   55.72
17:47:52     all   12.69    0.00    3.55   14.72    0.00    0.00    0.00    0.00    0.00   69.04
17:47:53     all   22.11    0.00    1.05   21.05    0.00    0.00    0.00    0.00    0.00   55.79
17:47:54     all   15.50    0.00    2.50   15.00    0.00    0.00    0.00    0.00    0.00   67.00
17:47:55     all   15.90    0.00    3.08   20.51    0.00    0.51    0.00    0.00    0.00   60.00
17:47:56     all   13.92    0.00    5.15   21.13    0.00    1.55    0.00    0.00    0.00   58.25
17:47:57     all   11.79    0.00    1.03   16.41    0.00    1.03    0.00    0.00    0.00   69.74
17:47:58     all   20.00    0.00    2.56   22.56    0.00    1.03    0.00    0.00    0.00   53.85
