procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 1312436   2168 1023172    0    0    78  1567 3137 1981 63  3 23 10  0
 2  0      0 1307144   2168 1023136    0    0     0  1540 3684 3323 18  2 75  4  0
 2  0      0 1281480   2168 1023136    0    0     0  1660 7484 1084 78  7  0 15  0
 2  0      0 1281228   2168 1023136    0    0     0  1852 6860 1187 81  3  0 17  0
 1  1      0 1288032   2168 1023136    0    0     0  2088 8521 1324 76  6  0 17  0
 1  1      0 1287780   2168 1023136    0    0     0  2004 7706 1230 79  3  0 17  0
 1  1      0 1282236   2168 1023136    0    0     0  1756 7349 1086 81  4  0 15  0
 2  0      0 1281984   2168 1023136    0    0     0  2056 7714 1265 75  5  2 18  0
 2  0      0 1281480   2168 1023136    0    0     0  2096 7329 1233 79  5  0 16  0
 1  1      0 1280724   2168 1023136    0    0     0  2200 6940 1139 82  2  1 16  0
 2  0      0 1278960   2168 1023136    0    0     0  6004 8517 2312 76  5  1 18  0
 2  0      0 1272344   2168 1023136    0    0     0  3108 7374 1220 78  6  0 17  0
 2  0      0 1272092   2168 1023136    0    0     0  1644 6992 1830 83  3  1 14  0
 1  1      0 1271840   2168 1023136    0    0     0  2188 7952 1240 78  4  1 17  0
 2  0      0 1271588   2168 1023136    0    0     0  1896 7640 1432 81  2  1 17  0
 2  0      0 1271588   2168 1023140    0    0     0  1740 6994 2356 78  4  4 14  0
 2  0      0 1271340   2168 1023140    0    0     0  2148 8287 1308 75  5  1 20  0
 2  0      0 1271088   2168 1023140    0    0     0  1932 7598 1206 80  4  0 17  0
 2  0      0 1270836   2168 1023140    0    0     0  1852 6848 1099 80  5  1 14  0
 1  1      0 1270332   2168 1023144    0    0     0  2532 8203 1532 73  6  2 19  0
 2  0      0 1270332   2168 1023144    0    0     0  2456 7609 1213 80  3  0 17  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 1270332   2168 1023144    0    0     0  2712 7075 2069 81  4  1 14  0
 2  0      0 1270084   2168 1023144    0    0     0  2168 8200 1309 76  4  0 20  0
 2  0      0 1269580   2168 1023144    0    0     0  1928 6681 1189 81  2  0 17  0
 2  0      0 1268824   2168 1023144    0    0     0  1684 6809 1077 84  2  0 14  0
 2  0      0 1268572   2168 1023144    0    0     0  2304 8345 1372 75  5  0 20  0
 2  0      0 1268068   2168 1023144    0    0     0  1780 6709 1149 79  5  0 15  0
 2  0      0 1267312   2168 1023144    0    0     0  1800 6769 1152 79  5  1 15  0
 2  0      0 1261704   2168 1023148    0    0     0  2392 8646 1328 74  7  0 19  0
 2  0      0 1261200   2168 1023148    0    0     0  2036 6727 1061 81  5  0 14  0
 2  0      0 1257104   2168 1023148    0    0     0  2504 7894 1712 79  4  0 16  0
 1  1      0 1255340   2168 1023148    0    0     0  3032 7745 1206 76  7  0 17  0
 2  0      0 1255088   2168 1023148    0    0     0  1432 6216 1004 83  4  0 13  0
 2  0      0 1254836   2168 1023148    0    0     0  2168 7655 1380 75  5  2 18  0
 2  0      0 1247780   2168 1023148    0    0     0  1540 6404 1007 82  4  0 13  0
 2  0      0 1247528   2168 1023148    0    0     0  1936 7318 1195 82  1  0 16  0
 2  0      0 1247276   2168 1023148    0    0     0  1884 7842 1186 81  3  0 16  0
 2  0      0 1244252   2168 1023148    0    0     0  1608 6915 1046 83  3  0 14  0
 1  1      0 1243748   2168 1023148    0    0     0  2472 8771 1447 75  5  0 19  0
 1  1      0 1243244   2168 1023148    0    0     0  2052 6671 1082 81  4  0 15  0
 2  0      0 1242740   2168 1023148    0    0     0  2436 7105 1179 80  3  1 17  0
 1  1      0 1230140   2168 1023152    0    0     0  3048 7485 1264 80  4  0 17  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 1222328   2168 1023156    0    0     0  1580 6473 1007 82  4  0 14  0
 2  0      0 1221824   2168 1023156    0    0     0  2452 8673 1401 74  3  2 21  0
 1  1      0 1213260   2168 1023160    0    0     0  1596 6658 1039 82  4  0 13  0
 2  0      0 1212756   2168 1023160    0    0     0  1968 7188 1195 79  4  0 17  0
 1  1      0 1212252   2168 1023160    0    0     0  2088 7831 1278 77  6  0 17  0
 2  0      0 1211748   2168 1023160    0    0     0  1668 6768 1084 80  5  0 15  0
 1  1      0 1210992   2168 1023160    0    0     0  2544 8771 1361 76  4  0 20  0
 1  1      0 1210236   2168 1023160    0    0     0  2004 6590 1239 79  8  0 14  0
 2  0      0 1208976   2168 1023160    0    0     0  2612 8004 1395 77  4  0 18  0
 2  0      0 1184280   2168 1023160    0    0     0  2808 7113 1108 83  2  0 14  0
 2  0      0 1184280   2168 1023160    0    0     0  1676 6239 1033 82  3  0 14  0
 2  0      0 1183776   2168 1023160    0    0     0  1952 7515 1198 81  2  0 18  0
 1  1      0 1177224   2168 1023160    0    0     0  1652 7035 1062 85  2  0 14  0
 3  0      0 1176720   2168 1023164    0    0     0  2376 8992 1391 78  2  0 21  0
 2  0      0 1176468   2168 1023164    0    0     0  1624 6258 1028 80  6  0 14  0
 2  0      0 1175964   2168 1023164    0    0     0  1932 7952 1210 79  3  0 18  0
 2  0      0 1175208   2168 1023164    0    0     0  2236 7660 1544 76  7  0 16  0
