Linux 6.1.166-197.305.amzn2023.x86_64 (ip-172-31-43-57.ec2.internal) 	04/21/26 	_x86_64_	(2 CPU)

18:12:40     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
18:12:41     all   16.50    0.00    4.00   18.50    0.00    0.50    0.00    0.00    0.00   60.50
18:12:42     all   13.88    0.00    2.39   10.05    0.00    0.00    0.00    0.00    0.00   73.68
18:12:43     all   12.44    0.00    3.98   18.91    0.00    1.49    0.00    0.00    0.00   63.18
18:12:44     all    7.65    0.00    1.53   11.22    0.00    0.00    0.00    0.00    0.00   79.59
18:12:45     all   11.17    0.00    3.05   17.77    0.00    0.00    0.00    0.00    0.00   68.02
18:12:46     all   10.94    0.00    3.12   18.75    0.00    1.04    0.00    0.00    0.00   66.15
18:12:47     all    9.50    0.00    3.00   11.00    0.00    0.00    0.00    0.00    0.00   76.50
18:12:48     all   12.87    0.00    2.48   15.84    0.00    0.99    0.00    0.00    0.00   67.82
18:12:49     all   13.00    0.00    4.50   18.50    0.00    0.50    0.00    0.00    0.00   63.50
18:12:50     all    7.85    0.00    2.09   11.52    0.00    0.00    0.00    0.00    0.00   78.53
18:12:51     all   26.00    0.00    6.00   18.00    0.00    1.00    0.00    0.00    0.00   49.00
18:12:52     all   26.18    0.00    2.62   15.71    0.00    1.05    0.00    0.00    0.00   54.45
18:12:53     all    8.25    0.00    0.52   13.92    0.00    0.52    0.00    0.00    0.00   76.80
18:12:54     all    9.84    0.00    0.52   14.51    0.00    0.52    0.00    0.00    0.00   74.61
18:12:55     all   12.89    0.00    4.64   19.59    0.00    1.55    0.00    0.00    0.00   61.34
18:12:56     all    6.25    0.00    1.04   13.02    0.00    1.56    0.00    0.00    0.00   78.12
18:12:57     all   10.00    0.00    2.50   12.50    0.00    0.00    0.00    0.00    0.00   75.00
18:12:58     all   12.83    0.00    0.53   20.32    0.00    0.00    0.00    0.00    0.00   66.31
18:12:59     all    7.33    0.00    1.05   14.14    0.00    0.52    0.00    0.00    0.00   76.96
18:13:00     all    7.96    0.00    4.48   14.43    0.00    1.00    0.00    0.00    0.00   72.14
18:13:01     all   13.99    0.00    2.59   19.17    0.00    0.00    0.00    0.00    0.00   64.25
18:13:02     all    7.37    0.00    1.05   14.74    0.00    0.00    0.00    0.00    0.00   76.84
18:13:03     all    7.29    0.00    1.56   13.02    0.00    0.00    0.00    0.00    0.00   78.12
18:13:04     all   12.04    0.00    2.09   17.80    0.00    0.00    0.00    0.00    0.00   68.06
18:13:05     all    7.77    0.00    4.15   16.06    0.00    0.00    0.00    0.00    0.00   72.02
18:13:06     all    7.14    0.00    0.51   10.71    0.00    0.00    0.00    0.00    0.00   81.63
18:13:07     all   10.05    0.00    1.59   16.93    0.00    0.00    0.00    0.00    0.00   71.43
18:13:08     all    8.81    0.00    4.66   19.69    0.00    0.52    0.00    0.00    0.00   66.32
18:13:09     all    7.18    0.00    2.05   12.82    0.00    0.00    0.00    0.00    0.00   77.95
18:13:10     all   13.43    0.00    1.00   14.93    0.00    0.50    0.00    0.00    0.00   70.15
18:13:11     all   11.58    0.00    1.58   18.42    0.00    0.00    0.00    0.00    0.00   68.42
18:13:12     all   12.69    0.00    3.05   12.69    0.00    0.51    0.00    0.00    0.00   71.07
18:13:13     all    7.41    0.00    1.06   15.34    0.00    0.00    0.00    0.00    0.00   76.19
18:13:14     all   16.15    0.00    2.60   20.83    0.00    0.52    0.00    0.00    0.00   59.90
18:13:15     all   10.78    0.00    2.94   13.24    0.00    1.96    0.00    0.00    0.00   71.08
18:13:16     all   10.31    0.00    1.03   13.92    0.00    0.00    0.00    0.00    0.00   74.74
18:13:17     all   12.89    0.00    2.06   19.07    0.00    0.52    0.00    0.00    0.00   65.46
18:13:18     all    7.29    0.00    3.12   15.10    0.00    0.00    0.00    0.00    0.00   74.48
18:13:19     all    8.91    0.00    1.98   11.88    0.00    1.49    0.00    0.00    0.00   75.74
18:13:20     all   15.58    0.00    2.51   19.10    0.00    0.00    0.00    0.00    0.00   62.81
18:13:21     all   14.14    0.00    3.03   14.14    0.00    0.51    0.00    0.00    0.00   68.18
18:13:22     all    7.81    0.00    2.08   13.54    0.00    0.00    0.00    0.00    0.00   76.56
18:13:23     all   10.88    0.00    4.66   19.17    0.00    0.00    0.00    0.00    0.00   65.28
18:13:24     all    7.03    0.00    1.62   18.38    0.00    0.00    0.00    0.00    0.00   72.97
18:13:25     all    4.74    0.00    1.58   13.16    0.00    0.00    0.00    0.00    0.00   80.53
18:13:26     all   11.46    0.00    1.56   20.31    0.00    1.04    0.00    0.00    0.00   65.62
18:13:27     all   13.78    0.00    1.02   17.35    0.00    0.00    0.00    0.00    0.00   67.86
18:13:28     all    8.21    0.00    1.54   12.82    0.00    0.00    0.00    0.00    0.00   77.44
18:13:29     all    8.02    0.00    5.35   19.79    0.00    0.00    0.00    0.00    0.00   66.84
18:13:30     all    5.82    0.00    3.70   17.46    0.00    0.00    0.00    0.00    0.00   73.02
18:13:31     all    9.95    0.00    1.57   14.66    0.00    0.00    0.00    0.00    0.00   73.82
18:13:32     all   15.46    0.00    2.06   19.59    0.00    0.00    0.00    0.00    0.00   62.89
18:13:33     all    6.77    0.00    3.12   15.62    0.00    0.00    0.00    0.00    0.00   74.48
18:13:34     all   16.75    0.00    1.52   14.72    0.00    1.02    0.00    0.00    0.00   65.99
18:13:35     all   13.78    0.00    2.04   19.39    0.00    0.00    0.00    0.00    0.00   64.80
18:13:36     all    3.80    0.00    2.72   15.22    0.00    0.00    0.00    0.00    0.00   78.26
18:13:37     all    7.54    0.00    4.52   16.58    0.00    0.00    0.00    0.00    0.00   71.36
18:13:38     all   12.04    0.00    1.57   20.42    0.00    0.52    0.00    0.00    0.00   65.45
18:13:39     all   27.18    0.00    4.85   13.59    0.00    0.49    0.00    0.00    0.00   53.88
18:13:40     all   33.16    0.00   14.51   13.99    0.00    1.04    0.00    0.00    0.00   37.31
18:13:41     all   36.45    0.00    5.42   16.75    0.00    0.99    0.00    0.00    0.00   40.39
18:13:42     all    8.51    0.00    2.66   15.43    0.00    0.00    0.00    0.00    0.00   73.40
18:13:43     all   10.84    0.00    2.96   14.78    0.00    0.49    0.00    0.00    0.00   70.94
18:13:44     all    9.33    0.00    2.07   18.65    0.00    1.04    0.00    0.00    0.00   68.91
18:13:45     all    9.55    0.00    0.50    9.05    0.00    0.50    0.00    0.00    0.00   80.40
18:13:46     all   16.49    0.00    5.15   20.10    0.00    1.03    0.00    0.00    0.00   57.22
18:13:47     all   13.61    0.00    4.71   21.47    0.00    0.00    0.00    0.00    0.00   60.21
18:13:48     all   16.08    0.00    2.51   12.56    0.00    0.50    0.00    0.00    0.00   68.34
18:13:49     all   11.58    0.00    3.16   19.47    0.00    1.05    0.00    0.00    0.00   64.74
18:13:50     all   12.95    0.00    1.55   18.13    0.00    0.00    0.00    0.00    0.00   67.36
18:13:51     all    9.90    0.00    4.17   16.15    0.00    0.52    0.00    0.00    0.00   69.27
18:13:52     all   14.06    0.00    4.17   18.23    0.00    1.04    0.00    0.00    0.00   62.50
18:13:53     all    9.74    0.00    3.59   14.87    0.00    0.51    0.00    0.00    0.00   71.28
18:13:54     all   16.67    0.00    4.55   17.68    0.00    0.00    0.00    0.00    0.00   61.11
18:13:55     all   10.53    0.00    0.53   14.21    0.00    0.00    0.00    0.00    0.00   74.74
18:13:56     all   15.34    0.00    2.65   19.05    0.00    0.53    0.00    0.00    0.00   62.43
18:13:57     all   13.93    0.00    2.49   15.42    0.00    1.00    0.00    0.00    0.00   67.16
18:13:58     all    8.65    0.00    3.24   17.30    0.00    1.08    0.00    0.00    0.00   69.73
