Linux 6.1.166-197.305.amzn2023.x86_64 (ip-172-31-35-124.ec2.internal) 	04/22/26 	_x86_64_	(2 CPU)

16:58:37     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
16:58:38     all   12.56    0.00    3.52   21.61    0.00    1.51    0.00    0.00    0.00   60.80
16:58:39     all   26.42    0.00    4.15   12.44    0.00    0.00    0.00    0.00    0.00   56.99
16:58:40     all   43.59    0.00   12.31   13.85    0.00    0.00    0.00    0.00    0.00   30.26
16:58:41     all   17.01    0.00    4.64   22.68    0.00    0.52    0.00    0.00    0.00   55.15
16:58:42     all   12.56    0.00    5.53   14.07    0.00    1.01    0.00    0.00    0.00   66.83
16:58:43     all   29.59    0.00    5.10   18.37    0.00    1.02    0.00    0.00    0.00   45.92
16:58:44     all   34.17    0.00    7.04   11.06    0.00    0.00    0.00    0.00    0.00   47.74
16:58:45     all    3.59    0.00    2.05    6.67    0.00    0.51    0.00    0.00    0.00   87.18
16:58:46     all   17.28    0.00    4.71   14.14    0.00    0.52    0.00    0.00    0.00   63.35
16:58:47     all   30.65    0.00    5.53   14.57    0.00    1.01    0.00    0.00    0.00   48.24
16:58:48     all   41.41    0.00   13.13   13.13    0.00    0.51    0.00    0.00    0.00   31.82
16:58:49     all   31.00    0.00    2.00   18.00    0.00    1.00    0.00    0.00    0.00   48.00
16:58:50     all    8.99    0.00    2.65   13.23    0.00    0.53    0.00    0.00    0.00   74.60
16:58:51     all   39.71    0.00    5.39   15.69    0.00    0.98    0.00    0.00    0.00   38.24
16:58:52     all   34.52    0.00    6.09   12.69    0.00    1.02    0.00    0.00    0.00   45.69
16:58:53     all    6.06    0.00    2.02    5.05    0.00    0.00    0.00    0.00    0.00   86.87
16:58:54     all    6.88    0.00    2.12   21.16    0.00    1.06    0.00    0.00    0.00   68.78
16:58:55     all   11.94    0.00    2.49   15.42    0.00    0.50    0.00    0.00    0.00   69.65
16:58:56     all   43.37    0.00    6.63    9.69    0.00    0.00    0.00    0.00    0.00   40.31
16:58:57     all   41.62    0.00    9.14    8.63    0.00    0.00    0.00    0.00    0.00   40.61
16:58:58     all    2.11    0.00    0.00    6.84    0.00    0.00    0.00    0.00    0.00   91.05
16:58:59     all    4.10    0.00    1.54    9.23    0.00    0.51    0.00    0.00    0.00   84.62
16:59:00     all    5.00    0.00    2.50    7.50    0.00    0.00    0.00    0.00    0.00   85.00
16:59:01     all    8.59    0.00    2.02   12.63    0.00    0.51    0.00    0.00    0.00   76.26
16:59:02     all   11.11    0.00    1.52   13.13    0.00    0.00    0.00    0.00    0.00   74.24
16:59:03     all    9.33    0.00    3.11   19.69    0.00    0.00    0.00    0.00    0.00   67.88
16:59:04     all   13.86    0.00    2.97   15.84    0.00    0.50    0.00    0.00    0.00   66.83
16:59:05     all    9.69    0.00    2.04   18.37    0.00    0.51    0.00    0.00    0.00   69.39
16:59:06     all    9.23    0.00    2.05   16.92    0.00    0.51    0.00    0.00    0.00   71.28
16:59:07     all   10.05    0.00    2.51   12.06    0.00    0.00    0.00    0.00    0.00   75.38
16:59:08     all   10.78    0.00    2.45   13.73    0.00    0.49    0.00    0.00    0.00   72.55
16:59:09     all   16.23    0.00    2.09   18.32    0.00    0.00    0.00    0.00    0.00   63.35
16:59:10     all   23.67    0.00    5.31    8.21    0.00    0.00    0.00    0.00    0.00   62.80
16:59:11     all   40.72    0.00    7.73   15.46    0.00    0.00    0.00    0.00    0.00   36.08
16:59:12     all   11.71    0.00    3.90    7.80    0.00    0.00    0.00    0.00    0.00   76.59
16:59:13     all   14.57    0.00    4.52   10.05    0.00    0.00    0.00    0.00    0.00   70.85
16:59:14     all   20.42    0.00    6.28   16.75    0.00    0.00    0.00    0.00    0.00   56.54
